Independent,Relationship ID,P-Value,Relationship,Dependent,Type,Supported,Hypothesis ID,Mediator/Moderator,Source ID
21101,933,0.01,Positive,21100,Regular,,6175-3e,,6175
21101,934,0.01,Positive,21097,Regular,,6175-3f,,6175
21101,935,No,Positive,21099,Regular,,6175-3g,,6175
21101,936,No,Positive,21098,Regular,,6175-3h,,6175
21102,937,0.01,Positive,21100,Regular,,6175-3i,,6175
21102,938,0.01,Positive,21097,Regular,,6175-3j,,6175
21102,939,0.01,Positive,21099,Regular,,6175-3k,,6175
21102,940,0.01,Positive,21098,Regular,,6175-3l,,6175
21104,941,No,Positive,21100,Regular,,6175-4a,,6175
21104,942,No,Positive,21097,Regular,,6175-4b,,6175
21104,943,No,Positive,21099,Regular,,6175-4c,,6175
21104,944,No,Negative,21098,Regular,,6175-4d,,6175
21106,945,No,Positive,21100,Regular,,6175-4e,,6175
21106,946,No,Positive,21097,Regular,,6175-4f,,6175
21106,947,0.03,Positive,21099,Regular,,6175-4g,,6175
21106,948,No,Negative,21098,Regular,,6175-4h,,6175
21105,949,No,Positive,21100,Regular,,6175-4i,,6175
21105,950,No,Positive,21097,Regular,,6175-4j,,6175
21105,951,No,Positive,21099,Regular,,6175-4k,,6175
21105,952,No,Negative,21098,Regular,,6175-4l,,6175
48900,953,0.01,Positive,48906,Regular,,6177-1a,,6177
48901,954,0.01,Positive,48906,Regular,,6177-1a,,6177
48900,955,No,Positive,48907,Regular,,6177-1a,,6177
48901,956,No,Positive,48907,Regular,,6177-1a,,6177
48900,957,No,Positive,48909,Regular,,6177-1a,,6177
48901,958,No,Positive,48909,Regular,,6177-1a,,6177
48900,959,No,Positive,48908,Regular,,6177-1a,,6177
48901,960,No,Positive,48908,Regular,,6177-1a,,6177
48900,961,No,Positive,48910,Regular,,6177-1a,,6177
48901,962,No,Positive,48910,Regular,,6177-1a,,6177
48900,963,0.01,Positive,48906,Mediator,,6177-1b,48904,6177
48901,964,0.01,Positive,48906,Mediator,,6177-1b,48904,6177
48900,965,No,Positive,48907,Mediator,,6177-1b,48904,6177
48901,966,No,Positive,48907,Mediator,,6177-1b,48904,6177
48900,967,No,Positive,48909,Mediator,,6177-1b,48904,6177
48901,968,No,Positive,48909,Mediator,,6177-1b,48904,6177
48900,969,No,Positive,48910,Mediator,,6177-1b,48904,6177
48901,970,No,Positive,48910,Mediator,,6177-1b,48904,6177
48900,971,0.01,Positive,48906,Mediator,,6177-1b,48905,6177
48901,972,0.01,Positive,48906,Mediator,,6177-1b,48905,6177
48900,973,No,Positive,48907,Mediator,,6177-1b,48905,6177
48901,974,No,Positive,48907,Mediator,,6177-1b,48905,6177
48901,975,No,Positive,48910,Mediator,,6177-1b,48905,6177
48900,976,No,Positive,48910,Mediator,,6177-1b,48905,6177
48901,977,No,Positive,48909,Mediator,,6177-1b,48905,6177
48900,978,No,Positive,48909,Mediator,,6177-1b,48905,6177
48902,979,0.01,Positive,48906,Regular,,6177-2a,,6177
48903,980,0.01,Positive,48906,Regular,,6177-2a,,6177
48902,981,No,Positive,48907,Regular,,6177-2a,,6177
48903,982,No,Positive,48907,Regular,,6177-2a,,6177
48902,983,No,Positive,48909,Regular,,6177-2a,,6177
48903,984,No,Positive,48909,Regular,,6177-2a,,6177
48902,985,No,Positive,48908,Regular,,6177-2a,,6177
48903,986,No,Positive,48908,Regular,,6177-2a,,6177
48902,987,No,Positive,48910,Regular,,6177-2a,,6177
48903,988,No,Positive,48910,Regular,,6177-2a,,6177
48902,989,0.01,Positive,48906,Mediator,,6177-2b,48904,6177
48903,990,0.01,Positive,48906,Mediator,,6177-2b,48904,6177
48902,991,No,Positive,48907,Mediator,,6177-2b,48904,6177
48903,992,No,Positive,48907,Mediator,,6177-2b,48904,6177
48902,993,No,Positive,48909,Mediator,,6177-2b,48904,6177
48903,994,No,Positive,48909,Mediator,,6177-2b,48904,6177
48902,995,No,Positive,48910,Mediator,,6177-2b,48904,6177
48903,996,No,Positive,48910,Mediator,,6177-2b,48904,6177
48902,997,0.01,Positive,48906,Mediator,,6177-2b,48905,6177
48903,998,0.01,Positive,48906,Mediator,,6177-2b,48905,6177
48902,999,No,Positive,48909,Mediator,,6177-2b,48905,6177
48903,1000,No,Positive,48909,Mediator,,6177-2b,48905,6177
48902,1001,No,Positive,48907,Mediator,,6177-2b,48905,6177
48903,1002,No,Positive,48907,Mediator,,6177-2b,48905,6177
48902,1003,No,Positive,48910,Mediator,,6177-2b,48905,6177
48903,1004,No,Positive,48910,Mediator,,6177-2b,48905,6177
21040,1005,0.05,,21074,Regular,,6178-1,,6178
21040,1006,0.01,,50053,Regular,,6178-2,,6178
21040,1007,0.1 (weakly supported),,21049,Regular,,6178-3,,6178
21040,1008,0.001,,21041,Regular,,6178-4,,6178
21040,1009,No,,21042,Regular,,6178-5,,6178
21040,1010,0.001,,21043,Regular,,6178-6,,6178
21040,1011,0.001,,21044,Regular,,6178-7,,6178
21052,1012,0.1 (weakly supported),,21045,Regular,,6178-8,,6178
21052,1013,No,,21046,Regular,,6178-9,,6178
21052,1014,0.001,,50053,Regular,,6178-0,,6178
21052,1015,0.001,,21049,Regular,,6178-1,,6178
50238,1016,0.01,Negative,21332,Regular,,6179-1,,6179
50237,1017,0.0001,Negative,21332,Regular,,6179-2,,6179
21324,1018,,Positive,21331,Moderator,,6179-3a,50239,6179
21324,1019,Partially supported,Negative,21332,Moderator,,6179-3b,50239,6179
21326,1020,No,Has effect,21331,Moderator,,6179-3c,50239,6179
21326,1021,No,Has effect,21332,Moderator,,6179-3d,50239,6179
21329,1022,Partially supported,Positive,21331,Moderator,,6179-3e,50239,6179
21329,1023,0.05,Negative,21332,Moderator,,6179-3f,50239,6179
21087,1024,No,Doesn't have affect,21081,Regular,,6181-1,,6181
21088,1025,No,Doesn't have affect,21081,Regular,,6181-1,,6181
21087,1026,No,Has effect,21081,Regular,,6181-2,21093,6181
21088,1027,No,Has effect,21081,Regular,,6181-2,21093,6181
21089,1028,No,Has effect,21081,Regular,,6181-2,21093,6181
21087,1029,No,Has effect,21081,Regular,,6181-3,21091,6181
21088,1030,No,Has effect,21081,Regular,,6181-3,21091,6181
21087,1031,No,Has effect,21081,Regular,,6181-4,21092,6181
21088,1032,No,Has effect,21081,Regular,,6181-4,21092,6181
21374,1033,0.05,Has effect,21363,Regular,,6182-1,,6182
21375,1034,0.05,Has effect,21363,Regular,,6182-1,,6182
21376,1035,No,Has effect,21363,Regular,,6182-1,,6182
21374,1036,No,Has effect,21364,Regular,,6182-2,,6182
21375,1037,No,Has effect,21364,Regular,,6182-2,,6182
21376,1038,No,Has effect,21364,Regular,,6182-2,,6182
21374,1039,No,Has effect,50267,Regular,,6182-2,,6182
21375,1040,No,Has effect,50267,Regular,,6182-2,,6182
21376,1041,No,Has effect,50267,Regular,,6182-2,,6182
21374,1042,Partially supported,Has effect,21364,Mediator,,6182-3,50268,6182
21375,1043,Partially supported,Has effect,21364,Mediator,,6182-3,50268,6182
21376,1044,Partially supported,Has effect,21364,Mediator,,6182-3,50268,6182
21374,1045,0.05,No relationship,21363,Mediator,,6182-3,50268,6182
21375,1046,0.05,No relationship,21363,Mediator,,6182-3,50268,6182
21376,1047,0.05,No relationship,21363,Mediator,,6182-3,50268,6182
21374,1048,0.01,No relationship,50267,Mediator,,6182-3,50268,6182
21375,1049,0.01,No relationship,50267,Mediator,,6182-3,50268,6182
21376,1050,0.01,No relationship,50267,Mediator,,6182-3,50268,6182
27544,1051,0.05,Has a difference,27545,Regular,,6186-1,,6186
27544,1052,0.05,Has a difference,27546,Regular,,6186-1,,6186
27545,1053,0.05,Has a difference,27544,Regular,,6186-1,,6186
27547,1054,Not supported,Has an effect,27545,Regular,,6186-2,,6186
27547,1055,0.05,Has an effect,27546,Regular,,6186-2,,6186
27547,1056,Not supported,Has an effect,27544,Regular,,6186-2,,6186
27548,1057,Not supported,Has an effect,27545,Regular,,6186-3,,6186
27548,1058,0.05,Has an effect,27546,Regular,,6186-3,,6186
27548,1059,Not supported,Has an effect,27544,Regular,,6186-3,,6186
27549,1060,Not supported,Has an effect,27545,Regular,,6186-4,,6186
27549,1061,Not supported,Has an effect,27546,Regular,,6186-4,,6186
27549,1062,Not supported,Has an effect,27544,Regular,,6186-4,,6186
27550,1063,Not supported,Has an effect,27545,Regular,,6186-5,,6186
27550,1064,Not supported,Has an effect,27546,Regular,,6186-5,,6186
27550,1065,Not supported,Has an effect,27544,Regular,,6186-5,,6186
50856,1066,0.001,Has effect,21275,Regular,,6187-3,,6187
50856,1067,0.001,Has effect,21273,Regular,,6187-3,,6187
21273,1068,No,Has effect,21275,Regular,,6187-4,,6187
21273,1069,0.003,Has effect,21275,Regular,,6187-5,,6187
21275,1070,0.003,Has effect,21275,Regular,,6187-5,,6187
50827,1071,0.01,Has effect,21275,Regular,,6187-7,,6187
50827,1072,No,Has effect,21273,Regular,,6187-7,,6187
50829,1073,0.05,Has effect,21275,Regular,,6187-7,,6187
50829,1074,0.05,Has effect,21273,Regular,,6187-7,,6187
50833,1075,No,Has effect,21275,Regular,,6187-7,,6187
50833,1076,No,Has effect,21273,Regular,,6187-7,,6187
50845,1077,No,Has effect,21273,Regular,,6187-8,,6187
50848,1078,0.001,Has effect,21275,Regular,,6187-8,,6187
21300,1079,not supported,Positive,21306,Regular,,6188-1,,6188
21303,1080,not supported,Positive,21306,Regular,,6188-2,,6188
21300,1081,not supported,Positive,21303,Regular,,6188-3,,6188
21300,1082,0.05,Has a difference,21303,Moderator,,6188-4,60800,6188
21300,1083,0.05,Has a difference,21306,Regular,,6188-5,60800,6188
21303,1084,not supported,Has a difference,21306,Regular,,6188-6,60800,6188
21309,1085,not supported,Positive,21306,Regular,,6188-7,,6188
21310,1086,not supported,Positive,21306,Regular,,6188-8,,6188
51341,1087,0.01,Negative,21419,Regular,,6190-1a,,6190
51343,1088,0.01,Negative,21419,Regular,,6190-1a,,6190
51339,1089,0.01,Negative,21419,Regular,,6190-1a,,6190
51341,1090,0.01,Negative,21420,Regular,,6190-1b,,6190
51343,1091,0.01,Negative,21420,Regular,,6190-1b,,6190
51339,1092,0.01,Negative,21420,Regular,,6190-1b,,6190
51341,1093,0.01,Positive,21421,Regular,,6190-1c,,6190
51343,1094,0.01,Positive,21421,Regular,,6190-1c,,6190
51339,1095,0.01,Positive,21421,Regular,,6190-1c,,6190
51341,1096,0.01,Positive,21422,Regular,,6190-1d,,6190
51343,1097,0.01,Positive,21422,Regular,,6190-1d,,6190
51339,1098,0.01,Positive,21422,Regular,,6190-1d,,6190
51352,1099,no,Negative,21419,Moderator,,6190-2a,51343,6190
51357,1100,no,Negative,21419,Moderator,,6190-2a,51343,6190
51355,1101,no,Negative,21419,Moderator,,6190-2a,51343,6190
51352,1102,no,Negative,21420,Moderator,,6190-2b,51343,6190
51357,1103,no,Negative,21420,Moderator,,6190-2b,51343,6190
51355,1104,no,Negative,21420,Moderator,,6190-2b,51343,6190
51352,1105,no,Positive,21421,Moderator,,6190-2c,51343,6190
51357,1106,no,Positive,21421,Moderator,,6190-2c,51343,6190
51355,1107,no,Positive,21421,Moderator,,6190-2c,51343,6190
51352,1108,no,Positive,21422,Moderator,,6190-2d,51343,6190
51357,1109,no,Positive,21422,Moderator,,6190-2d,51343,6190
51355,1110,no,Positive,21422,Moderator,,6190-2d,51343,6190
24121,1111,no,Positive,24132,Regular,,6589-1,,6589
50591,1112,no,Positive,24132,Regular,,6589-1,,6589
24121,1113,0.05,Positive,24122,Regular,,6589-2,,6589
50591,1114,0.05,Positive,24122,Regular,,6589-2,,6589
24121,1115,0.05,Positive,24123,Regular,,6589-3,,6589
50591,1116,0.05,Positive,24123,Regular,,6589-3,,6589
24121,1117,0.05,Positive,24131,Regular,,6589-4,,6589
50591,1118,0.05,Positive,24131,Regular,,6589-4,,6589
24121,1119,0.05,Positive,24129,Regular,,6589-4,,6589
50591,1120,0.05,Positive,24129,Regular,,6589-4,,6589
24121,1121,no,Positive,24130,Regular,,6589-4,,6589
50591,1122,no,Positive,24130,Regular,,6589-4,,6589
24121,1123,0.05,Positive,24127,Regular,,6589-4,,6589
50591,1124,0.05,Positive,24127,Regular,,6589-4,,6589
24121,1125,0.05,Positive,24128,Regular,,6589-4,,6589
50591,1126,0.05,Positive,24128,Regular,,6589-4,,6589
24121,1127,0.05,Positive,24126,Regular,,6589-5,,6589
50591,1128,0.05,Positive,24126,Regular,,6589-5,,6589
24121,1129,0.1,Positive,24124,Regular,,6589-5,,6589
50591,1130,0.1,Positive,24124,Regular,,6589-5,,6589
24121,1131,0.05,Positive,24125,Regular,,6589-5,,6589
50591,1132,0.05,Positive,24125,Regular,,6589-5,,6589
24122,1133,0.01,Positive,24131,Regular,,6589-6,,6589
24122,1134,0.01,Positive,24129,Regular,,6589-6,,6589
24122,1135,0.01,Positive,24130,Regular,,6589-6,,6589
24122,1136,0.01,Positive,24127,Regular,,6589-6,,6589
24122,1137,0.01,Positive,24128,Regular,,6589-6,,6589
23774,1138,0.05,Positive,23776,Moderating,,6590-1,23773,6590
23774,1139,0.05,Positive,23777,Moderating,,6590-1,23773,6590
23776,1140,0.05,Positive,23777,Moderating,,6590-2,23773,6590
23776,1141,0.05,Positive,23777,Moderating,,6590-2,23774,6590
23777,1142,0.05,Positive,23776,Moderating,,6590-2,23773,6590
23777,1143,0.05,Positive,23776,Moderating,,6590-2,23774,6590
23775,1144,0.05,Positive,23774,Moderating,,6590-3,23773,6590
23775,1145,0.05,Positive,23776,Moderating,,6590-3,23773,6590
23775,1146,0.05,Positive,23777,Moderating,,6590-3,23773,6590
23776,1147,0.05,Positive,23779,Moderating,,6590-4,23774,6590
23777,1148,0.05,Positive,23778,Moderating,,6590-4,23774,6590
51188,1149,0.05,Positive,51185,Regular,,6591-1,,6591
51187,1150,0.05,Negative,51185,Regular,,6591-1,,6591
51188,1151,0.1 (paper says supported),Positive,23780,Regular,,6591-1,,6591
51187,1152,0.1 (paper says supported),Negative,23780,Regular,,6591-1,,6591
51188,1153,Not supported,Positive,23781,Regular,,6591-2,,6591
51187,1154,Not supported,Negative,23781,Regular,,6591-2,,6591
51188,1155,0.05,Positive,23783,Regular,,6591-3,,6591
51187,1156,0.05,Negative,23783,Regular,,6591-3,,6591
51185,1157,0.05,Positive,23781,Regular,,6591-4,,6591
51185,1158,0.05,Positive,23783,Regular,,6591-5,,6591
23780,1159,0.05,Positive,23783,Regular,,6591-5,,6591
23781,1160,Not supported,Positive,23783,Regular,,6591-6,,6591
23782,1161,.1 (paper says supported),Positive,51185,Regular,,6591-7,,6591
23782,1162,0.05,Positive,23780,Regular,,6591-7,,6591
23782,1163,Not supported,Positive,23781,Regular,,6591-8,,6591
23782,1164,0.05,Positive,23783,Regular,,6591-9,,6591
23784,1165,0.05,Negative,51185,Regular,,6591-0a,,6591
23784,1166,0.05,Negative,23780,Regular,,6591-0a,,6591
51185,1167,0.05,Negative,23784,Regular,,6591-0b,,6591
23780,1168,0.05,Negative,23784,Regular,,6591-0b,,6591
23784,1169,0.05,Negative,23783,Regular,,6591-0c,,6591
60760,1170,0.05,Has an effect,51185,Regular,,6591-1,,6591
60760,1171,0.05,Has an effect,23780,Regular,,6591-1,,6591
51231,1172,0.0025,Has an effect,23785,Regular,,6657-1,,6657
51231,1173,0.05,Negative,23786,Regular,,6657-2,,6657
23815,1174,.059 (paper says supported),Has a relationship,23831,Regular,,6658-2,,6658
23816,1175,0.002,Has a relationship,23831,Regular,,6658-3,,6658
23817,1176,0.028,Has a relationship,23831,Regular,,6658-4,,6658
23818,1177,Not supported,Has a relationship,23831,Regular,,6658-5,,6658
23821,1178,0.0369999999999999,Has a relationship,23831,Regular,,6658-6,,6658
23819,1179,Not supported,Has a relationship,23831,Regular,,6658-7,,6658
23820,1180,0.00899999999999999,Has a relationship,23831,Regular,,6658-8,,6658
23822,1181,0.001,Has a relationship,23831,Regular,,6658-9,,6658
50784,1182,0.0001,Has a relationship,23831,Regular,,6658-0,,6658
23825,1183,0.0001,Has a relationship,23832,Regular,,6658-1,,6658
23826,1184,0.0001,Has a relationship,23832,Regular,,6658-1,,6658
23825,1185,0.0001,Has a relationship,23833,Regular,,6658-1,,6658
23826,1186,0.0001,Has a relationship,23833,Regular,,6658-1,,6658
23827,1187,0.0001,Has a relationship,23832,Regular,,6658-2,,6658
23828,1188,0.0001,Has a relationship,23832,Regular,,6658-2,,6658
23827,1189,0.0001,Has a relationship,23833,Regular,,6658-2,,6658
23828,1190,0.0001,Has a relationship,23833,Regular,,6658-2,,6658
23831,1191,not supported,Has a relationship,23828,Regular,,6658-3,,6658
23831,1192,not supported,Has a relationship,23827,Regular,,6658-3,,6658
23831,1193,not supported,Has a relationship,23825,Regular,,6658-3,,6658
23831,1194,not supported,Has a relationship,23826,Regular,,6658-3,,6658
23887,1195,no,Positive,23878,Regular,,6660-1a,,6660
23888,1196,no,Positive,23878,Regular,,6660-1a,,6660
23887,1197,no,Positive,23879,Regular,,6660-1b,,6660
23888,1198,no,Positive,23879,Regular,,6660-1b,,6660
23887,1199,0.05,Negative,23880,Regular,,6660-1c,,6660
23888,1200,0.05,Negative,23880,Regular,,6660-1c,,6660
23887,1201,0.05,Positive,23881,Regular,,6660-1d,,6660
23888,1202,0.05,Positive,23881,Regular,,6660-1d,,6660
23887,1203,0.05,Positive,,Regular,,6660-1e,,6660
23888,1204,0.05,Positive,23883,Regular,,6660-1e,,6660
23887,1205,no,Positive,23882,Regular,,6660-1f,,6660
23888,1206,no,Positive,23882,Regular,,6660-1f,,6660
23887,1207,no,Positive,23884,Regular,,6660-1g,,6660
23888,1208,no,Positive,23884,Regular,,6660-1g,,6660
23885,1209,no,Positive,23878,Regular,,6660-2a,,6660
23885,1210,no,Positive,23880,Regular,,6660-2b,,6660
23885,1211,no,Positive,23881,Regular,,6660-2c,,6660
23886,1212,no,Positive,23884,Regular,,6660-3a,,6660
23863,1213,no,Positive,23873,Regular,,6662-1,,6662
23864,1214,0.05,Positive,23873,Regular,,6662-2,,6662
23865,1215,0.05,Negative,23873,Regular,,6662-3,,6662
23866,1216,0.05,Positive,23873,Regular,,6662-4,,6662
23867,1217,0.05,Positive,23873,Regular,,6662-5,,6662
23868,1218,0.05,Positive,23873,Regular,,6662-6,,6662
23869,1219,0.05,Positive,23873,Regular,,6662-7,,6662
23863,1220,0.05,Positive,23872,Regular,,6662-8,,6662
23864,1221,0.05,Positive,23872,Regular,,6662-9,,6662
23865,1222,0.05,Positive,23872,Regular,,6662-0,,6662
23866,1223,0.05,Positive,23872,Regular,,6662-1,,6662
23873,1224,0.05,Positive,23874,Regular,,6662-2,,6662
23872,1225,0.05,Positive,23874,Regular,,6662-3,,6662
23872,1226,0.05,Negative,23875,Regular,,6662-4,,6662
23870,1227,0.05,Positive,23875,Regular,,6662-5,,6662
23871,1228,0.05,Positive,23875,Regular,,6662-6,,6662
23873,1229,0.05,Positive,23876,Regular,,6662-7,,6662
23871,1230,0.05,Positive,23877,Regular,,6662-8,,6662
23869,1231,0.05,Positive,23876,Regular,,6662-9,,6662
23869,1232,0.05,Negative,23877,Regular,,6662-0,,6662
23874,1233,0.05,Positive,23876,Regular,,6662-1,,6662
23875,1234,0.05,Positive,23877,Regular,,6662-2,,6662
23874,1235,no,Negative,23877,Regular,,6662-3,,6662
23875,1236,no,Negative,23876,Regular,,6662-4,,6662
23892,1237,0.003,Positive,23889,Regular,,6665-1,,6665
23892,1238,0.0509999999999999,Positive,23890,Regular,,6665-1,,6665
23892,1239,no,Positive,23891,Regular,,6665-1,,6665
23892,1240,0.002,Positive,23889,Regular,,6665-2,,6665
23892,1241,0.003,Positive,23890,Regular,,6665-2,,6665
23892,1242,no,Positive,23891,Regular,,6665-2,,6665
23892,1243,partial .07,Positive,23889,Regular,,6665-3,,6665
23892,1244,0.001,Positive,23890,Regular,,6665-3,,6665
23892,1245,no,Positive,23891,Regular,,6665-3,,6665
51426,1246,0.03,Positive,23889,Regular,,6665-4,,6665
51426,1247,no,Positive,23890,Regular,,6665-4,,6665
51426,1248,no,Positive,23891,Regular,,6665-4,,6665
51426,1249,no,Positive,23889,Regular,,6665-5,,6665
51426,1250,0.002,Positive,23890,Regular,,6665-5,,6665
51426,1251,no,Positive,23891,Regular,,6665-5,,6665
23950,1252,no,Has effect,23934,moderating,,6666-1a,60870,6666
23950,1253,0.05,negative,23934,moderating,,6666-1a,60871,6666
23949,1254,no,Has effect,23934,moderating,,6666-1a,60870,6666
23949,1255,no,Has effect,23934,moderating,,6666-1a,60871,6666
23952,1256,no,Has effect,23934,moderating,,6666-1a,60870,6666
23952,1257,0.05,Has effect,23934,moderating,,6666-1a,60871,6666
23955,1258,0.05,Has effect,23934,moderating,,6666-1a,60870,6666
23955,1259,no,Has effect,23934,moderating,,6666-1a,60871,6666
23950,1260,0.05,Has effect,23935,moderating,,6666-1a,60870,6666
23950,1261,no,Has effect,23935,moderating,,6666-1a,60871,6666
23949,1262,no,Has effect,23935,moderating,,6666-1a,60870,6666
23949,1263,no,Has effect,23935,moderating,,6666-1a,60871,6666
23952,1264,no,Has effect,23935,moderating,,6666-1a,60870,6666
23952,1265,no,Has effect,23935,moderating,,6666-1a,60871,6666
23955,1266,no,Has effect,23935,moderating,,6666-1a,60870,6666
23955,1267,no,Has effect,23935,moderating,,6666-1a,60871,6666
23950,1268,no,Has effect,23936,regular,,6666-1b,,6666
23949,1269,no,Has effect,23936,regular,,6666-1b,,6666
23952,1270,no,Has effect,23936,regular,,6666-1b,,6666
23955,1271,no,Has effect,23936,regular,,6666-1b,,6666
23950,1272,no,Has effect,23938,moderating,,6666-1c,60870,6666
23950,1273,no,Has effect,23938,moderating,,6666-1c,60871,6666
23949,1274,no,Has effect,23938,moderating,,6666-1c,60870,6666
23949,1275,no,Has effect,23938,moderating,,6666-1c,60871,6666
23952,1276,0.05,negative,23938,moderating,,6666-1c,60870,6666
23952,1277,no,Has effect,23938,moderating,,6666-1c,60871,6666
23955,1278,0.05,negative,23938,moderating,,6666-1c,60870,6666
23955,1279,no,Has effect,23938,moderating,,6666-1c,60871,6666
23950,1280,no,Has effect,23945,moderating,,6666-1d,60870,6666
23950,1281,0.05,Has effect,23945,moderating,,6666-1d,60871,6666
23949,1282,no,Has effect,23945,moderating,,6666-1d,60870,6666
23949,1283,no,Has effect,23945,moderating,,6666-1d,60871,6666
23952,1284,no,Has effect,23945,moderating,,6666-1d,60870,6666
23952,1285,no,Has effect,23945,moderating,,6666-1d,60871,6666
23955,1286,no,Has effect,23945,moderating,,6666-1d,60870,6666
23955,1287,0.01,Has effect,23945,moderating,,6666-1d,60871,6666
23933,1288,0.05,Has effect,23934,moderating,,6666-2a,60870,6666
23933,1289,no,Has effect,23934,moderating,,6666-2a,60871,6666
23933,1290,no,Has effect,23935,moderating,,6666-2a,60870,6666
23933,1291,no,Has effect,23935,moderating,,6666-2a,60871,6666
23933,1292,0.05,Has effect,23936,moderating,,6666-2b,60870,6666
23933,1293,no,Has effect,23936,moderating,,6666-2b,60871,6666
23933,1294,0.001,positive,23938,moderating,,6666-2c,60870,6666
23933,1295,no,Has effect,23938,moderating,,6666-2c,60871,6666
23933,1296,0.001,Has effect,23945,moderating,,6666-2d,60870,6666
23933,1297,no,Has effect,23945,moderating,,6666-2d,60871,6666
23934,1298,0.001,Has effect,23936,moderating,,6666-3a,60870,6666
23934,1299,0.001,Has effect,23936,moderating,,6666-3a,60871,6666
23935,1300,0.001,Has effect,23936,moderating,,6666-3a,60870,6666
23935,1301,0.001,Has effect,23936,moderating,,6666-3a,60871,6666
23934,1302,0.001,negative,23938,moderating,,6666-3b,60870,6666
23934,1303,0.05,Has effect,23938,moderating,,6666-3b,60871,6666
23935,1304,0.001,Has effect,23938,moderating,,6666-3b,60870,6666
23935,1305,0.05,Has effect,23938,moderating,,6666-3b,60871,6666
23936,1306,0.001,Has effect,23938,moderating,,6666-4a,60870,6666
23936,1307,0.001,Has effect,23938,moderating,,6666-4a,60871,6666
23936,1308,no,Has effect,23945,moderating,,6666-4b,60870,6666
23936,1309,0.05,Has effect,23945,moderating,,6666-4b,60871,6666
23938,1310,0.001,Has effect,23945,moderating,,6666-5,60870,6666
23938,1311,0.05,Has effect,23945,moderating,,6666-5,60871,6666
24448,1312,0.05,No effect,24433,Regular,,6667-1,,6667
24448,1313,0.01,Positive,24434,Regular,,6667-2,,6667
24448,1314,0.035,Positive,24435,Regular,,6667-3,,6667
24448,1315,0.035,Positive,24437,Regular,,6667-3,,6667
24448,1316,0.035,Positive,24438,Regular,,6667-3,,6667
24448,1317,0.035,Positive,24439,Regular,,6667-3,,6667
24448,1318,0.035,Positive,24441,Regular,,6667-3,,6667
24448,1319,0.035,Positive,24442,Regular,,6667-3,,6667
24448,1320,0.035,Positive,24443,Regular,,6667-3,,6667
24448,1321,0.0539999999999999,No effect,24447,Regular,,6667-4,,6667
23898,1322,0.01,No effect,23904,Regular,,6669-1,,6669
23898,1323,0.01,No effect,23905,Regular,,6669-1,,6669
23899,1324,No,Positive,23904,Regular,,6669-2,,6669
23899,1325,No,Positive,23905,Regular,,6669-2,,6669
23899,1326,No,Positive,23902,Regular,,6669-2,,6669
23899,1327,No,Positive,23903,Regular,,6669-2,,6669
23900,1328,No,Positive,23904,Regular,,6669-2,,6669
23900,1329,No,Positive,23905,Regular,,6669-2,,6669
23900,1330,No,Positive,23902,Regular,,6669-2,,6669
23900,1331,No,Positive,23903,Regular,,6669-2,,6669
23901,1332,0.05,Positive,23904,Regular,,6669-2,,6669
23901,1333,0.05,Positive,23905,Regular,,6669-2,,6669
23901,1334,0.05,Positive,23902,Regular,,6669-2,,6669
23901,1335,0.05,Positive,23903,Regular,,6669-2,,6669
23899,1336,No,Positive,23904,Regular,,6669-3,,6669
23899,1337,No,Positive,23905,Regular,,6669-3,,6669
23899,1338,No,Positive,23902,Regular,,6669-3,,6669
23899,1339,No,Positive,23903,Regular,,6669-3,,6669
23900,1340,No,Positive,23904,Regular,,6669-3,,6669
23900,1341,No,Positive,23905,Regular,,6669-3,,6669
23900,1342,No,Positive,23902,Regular,,6669-3,,6669
23900,1343,No,Positive,23903,Regular,,6669-3,,6669
23901,1344,0.01,Positive,23904,Regular,,6669-3,,6669
23901,1345,0.01,Positive,23905,Regular,,6669-3,,6669
23901,1346,No,Positive,23902,Regular,,6669-3,,6669
23901,1347,No,Positive,23903,Regular,,6669-3,,6669
23899,1348,0.01,Has effect,23904,Moderator,,6669-4,51429,6669
23899,1349,0.01,Has effect,23905,Moderator,,6669-4,51429,6669
23899,1350,No,Has effect,23902,Moderator,,6669-4,51429,6669
23899,1351,No,Has effect,23903,Moderator,,6669-4,51429,6669
23900,1352,No,Has effect,23904,Moderator,,6669-4,51429,6669
23900,1353,No,Has effect,23905,Moderator,,6669-4,51429,6669
23900,1354,No,Has effect,23902,Moderator,,6669-4,51429,6669
23900,1355,No,Has effect,23903,Moderator,,6669-4,51429,6669
23901,1356,No,Has effect,23904,Moderator,,6669-4,51429,6669
23901,1357,No,Has effect,23905,Moderator,,6669-4,51429,6669
23901,1358,No,Has effect,23902,Moderator,,6669-4,51429,6669
23901,1359,No,Has effect,23903,Moderator,,6669-4,51429,6669
24396,1360,0.023,Has effect,24397,Regular,,6757-1a,,6757
51629,1361,0.023,Has effect,24397,Regular,,6757-1a,,6757
24396,1362,0.0149999999999999,Has effect,24398,Regular,,6757-1b,,6757
51629,1363,0.0149999999999999,,24398,Regular,,6757-1b,,6757
24396,1364,0.001,Has effect,24399,Regular,,6757-1c,,6757
51629,1365,0.001,Has effect,24399,Regular,,6757-1c,,6757
51631,1366,0.281,No effect,24397,Regular,,6757-2,,6757
51631,1367,0.483999999999999,No effect,24398,Regular,,6757-2,,6757
