SourceId,HypothesisId,Annotation,Text
6789,6789-1a,"[u'information systems technology', u'perceived productivity', u'communication technology', u'perceived productivity', u'communication requirements', u'perceived productivity']",Higher levels of information systems technology will increase perceived productivity as reported by telecommuters.
6789,6789-1b,"[u'communication technology', u'perceived productivity', u'communication requirements', u'perceived productivity', u'information systems technology', u'perceived performance']",Higher levels of communication technology will increase perceived productivity as reported by telecommuters.
6789,6789-1c,"[u'communication requirements', u'perceived productivity', u'information systems technology', u'perceived performance', u'levels of communication technology', u'perceived performance']",Higher levels of communication requirements will decrease perceived productivity as reported by telecommuters.
6789,6789-2a,"[u'information systems technology', u'perceived performance', u'levels of communication technology', u'perceived performance', u'communication requirements', u'perceived performance']",Higher levels of information systems technology will increase perceived performance as reported by telecommuters.
6789,6789-2b,"[u'levels of communication technology', u'perceived performance', u'communication requirements', u'perceived performance', u'information systems technology', u'perceived satisfaction with the work environment']",Higher levels of communication technology will increase perceived performance as reported by telecommuters.
6789,6789-2c,"[u'communication requirements', u'perceived performance', u'information systems technology', u'perceived satisfaction with the work environment', u'communication technology', u'perceived satisfaction with the work environment']",Higher levels of communication requirements will increase perceived performance as reported by telecommuters.
6789,6789-3a,"[u'information systems technology', u'perceived satisfaction with the work environment', u'communication technology', u'perceived satisfaction with the work environment', u'communication requirements', u'perceived satisfaction with the work environment']",Higher levels of information systems technology will increase perceived satisfaction with the work environment as reported by telecommuters.
6789,6789-3b,"[u'communication technology', u'perceived satisfaction with the work environment', u'communication requirements', u'perceived satisfaction with the work environment', u'level of advanced information system technology', u'level of advanced communication technology', u'perceived productivity']",Higher levels of communication technology will increase perceived satisfaction with the work environment as reported by telecommuters.
6789,6789-3c,"[u'communication requirements', u'perceived satisfaction with the work environment', u'level of advanced information system technology', u'level of advanced communication technology', u'perceived productivity']",Higher levels of communication requirements will increase perceived satisfaction with the work environment as reported by telecommuters.
6789,6789-1d,"[u'level of advanced information system technology', u'level of advanced communication technology', u'perceived productivity', u'level of advanced information system technology', u'level of advanced communication technology', u'perceived performance']","The better the fit between the level of advanced information system technology and the level of advanced communication technology, the higher the perceived productivity reported by telecommuters."
6789,6789-2d,"[u'level of advanced information system technology', u'level of advanced communication technology', u'perceived performance', u'level of advanced information system technology', u'level of advanced communication technology', u'perceived satisfaction with the work environment']","The better the fit between the level of advanced information system technology and the level of advanced communication technology, the higher the perceived performance reported by telecommuters."
6789,6789-3d,"[u'level of advanced information system technology', u'level of advanced communication technology', u'perceived satisfaction with the work environment', u'level of advanced communication technology available', u'communication requirements', u'normalized degree of centrality', u'perceived productivity']","The better the fit between the level of advanced information system technology and the level of advanced communication technology, the higher the perceived satisfaction with the work environment reported by telecommuters."
6789,6789-1e,"[u'level of advanced communication technology available', u'communication requirements', u'normalized degree of centrality', u'perceived productivity', u'level of advanced communication technology available', u'communication requirements', u'perceived performance']","The better the fit between the level of advanced communication technology available and the communication requirements (normalized degree of centrality), the higher the perceived productivity reported by telecommuters."
6789,6789-2e,"[u'level of advanced communication technology available', u'communication requirements', u'perceived performance', u'level of advanced communication technology available', u'communication requirements', u'perceived satisfaction with the work environment']","The better the fit between the level of advanced communication technology available and the communication requirements, the higher the perceived performance reported by telecommuters."
6789,6789-3e,"[u'level of advanced communication technology available', u'communication requirements', u'perceived satisfaction with the work environment', u'perceived benefits', u'intent to adopt EDI']","The better the fit between the level of advanced communication technology available and the communication requirements, the higher the perceived satisfaction with the work environment reported by telecommuters."
6790,6790-1,"[u'perceived benefits', u'intent to adopt EDI', u'external pressure', u'intent to adopt EDI']",Higher perceived benefits will lead to greater intent to adopt EDI.
6790,6790-2,"[u'external pressure', u'intent to adopt EDI']",Higher external pressure will lead to greater intent to adopt EDI.
6790,6790-3,"[u'readiness', u'intent to adopt EDI', u'Intuitor-Feelers', u'NF', u'novel', u'paradigm-modifying ideas', u'Sensor-Thinkers', u'ST']",Higher readiness will lead to greater intent to adopt EDI.
6791,6791-1a,"[u'Intuitor-Feelers', u'NF', u'novel', u'paradigm-modifying ideas', u'Sensor-Thinkers', u'ST']",Intuitor-Feelers (NF) will generate more novel and more paradigm-modifying ideas than Sensor-Thinkers (ST).
6791,6791-1b,"[u'Innovators', u'novel', u'paradigm-modifying ideas', u'adaptors', u'use of intuitive groupware-based creativity techniques', u'novel', u'paradigm-modifying ideas', u'analytical groupware-based creativity techniques']",Innovators will generate more novel and more paradigm-modifying ideas than adaptors.
6791,6791-2,"[u'use of intuitive groupware-based creativity techniques', u'novel', u'paradigm-modifying ideas', u'analytical groupware-based creativity techniques', u'Individuals exposed to more novel', u'paradigm-modifying ideas', u'generate more novel', u'paradigm-modifying ideas']",The use of intuitive groupware-based creativity techniques will promote the generation of more novel and paradigm-modifying ideas than the use of analytical groupware-based creativity techniques.
6791,6791-3,"[u'Individuals exposed to more novel', u'paradigm-modifying ideas', u'generate more novel', u'paradigm-modifying ideas', u'Individuals exposed to ideas that conform to the groupware-based creativity technique', u'ideas that conform to the technique']",Individuals exposed to more novel and paradigm-modifying ideas will generate more novel and paradigm-modifying ideas.
6791,6791-4,"[u'Individuals exposed to ideas that conform to the groupware-based creativity technique', u'ideas that conform to the technique']",Individuals exposed to ideas that conform to the groupware-based creativity technique will be more likely to generate ideas that conform to the technique.
6795,6795-1a,"[u'Shopping enjoyment', u'intention to return', u'Perceived control', u'intention to return', u'Concentration', u'intention to return']",Shopping enjoyment is positively related to intention to return.
6795,6795-1b,"[u'Perceived control', u'intention to return', u'Concentration', u'intention to return', u'Perceived usefulness of the Web store', u'intention to return']",Perceived control is positively related to intention to return.
6795,6795-1c,"[u'Concentration', u'intention to return', u'Perceived usefulness of the Web store', u'intention to return', u'Perceived ease of use of the Web store', u'intention to return']",Concentration is positively related to intention to return.
6795,6795-2a,"[u'Perceived usefulness of the Web store', u'intention to return', u'Perceived ease of use of the Web store', u'intention to return', u'shopping enjoyment', u'unplanned purchases']",Perceived usefulness of the Web store is positively related to intention to return.
6795,6795-2b,"[u'Perceived ease of use of the Web store', u'intention to return', u'shopping enjoyment', u'unplanned purchases', u'perceived control', u'unplanned purchases']",Perceived ease of use of the Web store is positively related to intention to return.
6795,6795-3a,"[u'shopping enjoyment', u'unplanned purchases', u'perceived control', u'unplanned purchases', u'concentration', u'unplanned purchases']",Consumers with higher shopping enjoyment are more likely to make unplanned purchases.
6795,6795-3b,"[u'perceived control', u'unplanned purchases', u'concentration', u'unplanned purchases', u'Product involvement', u'shopping enjoyment']",Consumers with higher perceived control are less likely to make unplanned purchases.
6795,6795-3c,"[u'concentration', u'unplanned purchases', u'Product involvement', u'shopping enjoyment', u'Product involvement', u'concentration']",Consumers with higher concentration are more likely to make unplanned purchases.
6795,6795-4a,"[u'Product involvement', u'shopping enjoyment', u'Product involvement', u'concentration', u'Perceived skills', u'perceived control']",Product involvement is positively related to shopping enjoyment.
6795,6795-4b,"[u'Product involvement', u'concentration', u'Perceived skills', u'perceived control', u'Perceived skills', u'shopping enjoyment']",Product involvement is positively related to concentration.
6795,6795-5a,"[u'Perceived skills', u'perceived control', u'Perceived skills', u'shopping enjoyment', u'Perceived skills', u'concentration']",Perceived skills are positively related to perceived control.
6795,6795-5b,"[u'Perceived skills', u'shopping enjoyment', u'Perceived skills', u'concentration', u'use of value-added search mechanisms', u'perceived control']",Perceived skills are positively related to shopping enjoyment.
6795,6795-5c,"[u'Perceived skills', u'concentration', u'use of value-added search mechanisms', u'perceived control', u'use of value-added search mechanisms', u'shopping enjoyment']",Perceived skills are positively related to concentration.
6795,6795-6a,"[u'use of value-added search mechanisms', u'perceived control', u'use of value-added search mechanisms', u'shopping enjoyment', u'use of value-added search mechanisms', u'concentration']",The use of value-added search mechanisms is positively related to perceived control.
6795,6795-6b,"[u'use of value-added search mechanisms', u'shopping enjoyment', u'use of value-added search mechanisms', u'concentration', u'level of challenges of a Web store', u'perceived control']",The use of value-added search mechanisms is positively related to shopping enjoyment.
6795,6795-6c,"[u'use of value-added search mechanisms', u'concentration', u'level of challenges of a Web store', u'perceived control', u'level of challenges of a Web store', u'shopping enjoyment']",The use of value-added search mechanisms will be positively related to concentration.
6795,6795-7a,"[u'level of challenges of a Web store', u'perceived control', u'level of challenges of a Web store', u'shopping enjoyment', u'level of challenges of a Web store', u'concentration']",The level of challenges of a Web store is positively related to perceived control.
6795,6795-7b,"[u'level of challenges of a Web store', u'shopping enjoyment', u'level of challenges of a Web store', u'concentration']",The level of challenges of a Web store is positively related to shopping enjoyment.
6795,6795-7c,"[u'level of challenges of a Web store', u'concentration']",The level of challenges of a Web store is positively related to concentration.
6801,6801-1,"[u'switching costs', u'firms', u'switching costs', u'firms', u'customer characteristics']",There are no significant differences in measured switching costs across firms.
6801,6801-2,"[u'switching costs', u'firms', u'customer characteristics']",There are no significant differences in measured switching costs across firms after controlling for customer characteristics.
6801,6801-3a,"[u'Use of multiple brokers', u'switching', u'Changes in usage patterns', u'switching', u'Web site usage', u'switching']",Use of multiple brokers is positively correlated with switching.
6801,6801-3b,"[u'Changes in usage patterns', u'switching', u'Web site usage', u'switching', u'Switching', u'Web site personalization']",Changes in usage patterns is positively correlated with switching.
6801,6801-3c,"[u'Web site usage', u'switching', u'Switching', u'Web site personalization', u'Switching', u'Web site ease of use']",High volume of Web site usage is negatively correlated with switching.
6801,6801-4a,"[u'Switching', u'Web site personalization', u'Switching', u'Web site ease of use', u'Switching', u'Web site quality']",Switching is negatively correlated with Web site personalization.
6801,6801-4b,"[u'Switching', u'Web site ease of use', u'Switching', u'Web site quality', u'Switching', u'breadth of offerings']",Switching is positively correlated with Web site ease of use.
6801,6801-4c,"[u'Switching', u'Web site quality', u'Switching', u'breadth of offerings', u'Switching', u'cost']",Switching is negatively correlated with Web site quality.
6801,6801-4d,"[u'Switching', u'breadth of offerings', u'Switching', u'cost', u'Use of multiple brokers', u'attrition']",Switching is negatively correlated with breadth of offerings.
6801,6801-4e,"[u'Switching', u'cost', u'Use of multiple brokers', u'attrition', u'Web site usage', u'attrition']",Switching is not related to cost.
6801,6801-5a,"[u'Use of multiple brokers', u'attrition', u'Web site usage', u'attrition', u'Customer attrition', u'Web site personalization']",Use of multiple brokers is negatively correlated with attrition.
6801,6801-5b,"[u'Web site usage', u'attrition', u'Customer attrition', u'Web site personalization', u'Customer attrition', u'Web site quality']",High volume of Web site usage is negatively correlated with attrition.
6801,6801-6a,"[u'Customer attrition', u'Web site personalization', u'Customer attrition', u'Web site quality', u'Customer attrition', u'breadth of offerings']",Customer attrition is negatively correlated with Web site personalization.
6801,6801-6b,"[u'Customer attrition', u'Web site quality', u'Customer attrition', u'breadth of offerings', u'Customer attrition', u'Web site ease of use']",Customer attrition is negatively correlated with Web site quality.
6801,6801-6c,"[u'Customer attrition', u'breadth of offerings', u'Customer attrition', u'Web site ease of use', u'Customer attrition', u'cost']",Customer attrition is negatively correlated with breadth of offerings.
6801,6801-6d,"[u'Customer attrition', u'Web site ease of use', u'Customer attrition', u'cost', u'Customer attrition', u'account minimums']",Customer attrition is negatively correlated with Web site ease of use.
6801,6801-6e,"[u'Customer attrition', u'cost', u'Customer attrition', u'account minimums']",Customer attrition is not related to cost.
6801,6801-6f,"[u'Customer attrition', u'account minimums', u'cognitive learning outcome', u'DL environment comprised of a Level-2 GSS', u'Level-1 GSS']",Customer attrition is negatively correlated with account minimums.
6803,6803-1,"[u'cognitive learning outcome', u'DL environment comprised of a Level-2 GSS', u'Level-1 GSS', u'perceived learning outcome', u'DL environment comprised of a Level-2 GSS', u'Level-1 GSS']",The cognitive learning outcome of a DL environment comprised of a Level-2 GSS will be higher than that of a Level-1 GSS.
6803,6803-2,"[u'perceived learning outcome', u'DL environment comprised of a Level-2 GSS', u'Level-1 GSS', u'Learners\u2019 satisfaction', u'DL environment comprised of the Level-2 GSS', u'Level-1 GSS']",The perceived learning outcome of a DL environment comprised of a Level-2 GSS will be higher than that of a Level-1 GSS.
6803,6803-3,"[u'Learners\u2019 satisfaction', u'DL environment comprised of the Level-2 GSS', u'Level-1 GSS', u'perceived argument quality of a message', u'useful the message will be perceived to be']",Learners’ satisfaction will be higher in the DL environment comprised of the Level-2 GSS than that of a Level-1 GSS.
6804,6804-1,"[u'perceived argument quality of a message', u'useful the message will be perceived to be', u'perceived credibility of a message source', u'useful the message will be perceived to be']","The higher the perceived argument quality of a message, the more useful the message will be perceived to be."
6804,6804-2,"[u'perceived credibility of a message source', u'useful the message will be perceived to be', u'Messages perceived to contain information of high usefulness', u'levels of information adoption', u'messages perceived to contain information of low usefulness']","The higher the perceived credibility of a message source, the more useful the message will be perceived to be."
6804,6804-3,"[u'Messages perceived to contain information of high usefulness', u'levels of information adoption', u'messages perceived to contain information of low usefulness', u'Usefulness', u'source credibility', u'information adoption', u'argument quality', u'information adoption']",Messages perceived to contain information of high usefulness will be associated with higher levels of information adoption than messages perceived to contain information of low usefulness.
6804,6804-4,"[u'Usefulness', u'source credibility', u'information adoption', u'argument quality', u'information adoption']","Usefulness will mediate the effects of source credibility on information adoption, and argument quality on information adoption."
6804,6804-5a,"[u'recipient\u2019s expertise in the topic of the message', u'argument quality', u'perceived message usefulness', u'recipient\u2019s expertise in the topic of the message', u'source credibility', u'perceived message usefulness']","The greater the recipient’s expertise in the topic of the message, the more argument quality affects perceived message usefulness."
6804,6804-5b,"[u'recipient\u2019s expertise in the topic of the message', u'source credibility', u'perceived message usefulness', u'recipient\u2019s involvement in the topic of the message', u'argument quality', u'perceived message usefulness']","The greater the recipient’s expertise in the topic of the message, the less source credibility factors affect perceived message usefulness."
6804,6804-6a,"[u'recipient\u2019s involvement in the topic of the message', u'argument quality', u'perceived message usefulness', u'recipient\u2019s involvement in the topic of the message', u'source credibility', u'perceived message usefulness']","The greater the recipient’s involvement in the topic of the message, the more argument quality affects perceived message usefulness."
6804,6804-6b,"[u'recipient\u2019s involvement in the topic of the message', u'source credibility', u'perceived message usefulness']","The greater the recipient’s involvement in the topic of the message, the less source credibility factors affect perceived message usefulness."
6805,6805-1,"[u'Role overload', u'persistence of expectations', u'Strength of ties between client-managers and IT contractors', u'persistence of expectations', u'Level of trust in IT contractors', u'persistence of expectations']",Role overload is positively related to persistence of expectations.
6805,6805-2,"[u'Strength of ties between client-managers and IT contractors', u'persistence of expectations', u'Level of trust in IT contractors', u'persistence of expectations', u'Prior outsourcing experience with third-party vendors', u'persistence of expectations']",Strength of ties between client-managers and IT contractors is positively related to persistence of expectations.
6805,6805-3,"[u'Level of trust in IT contractors', u'persistence of expectations', u'Prior outsourcing experience with third-party vendors', u'persistence of expectations', u'Persistence of expectation', u'contractor performance']",Level of trust in IT contractors is positively related to persistence of expectations.
6805,6805-4,"[u'Prior outsourcing experience with third-party vendors', u'persistence of expectations', u'Persistence of expectation', u'contractor performance']",Prior outsourcing experience with third-party vendors is negatively related to persistence of expectations.
6805,6805-5,"[u'Persistence of expectation', u'contractor performance', u'Declarative knowledge', u'immediate task performance']",Persistence of expectations is negatively related to the evaluation of contractor performance.
6806,6806-1,"[u'Declarative knowledge', u'immediate task performance', u'Post-training software self-efficacy', u'immediate task performance', u'Immediate task performance', u'delayed task performance']",Declarative knowledge will positively influence immediate task performance.
6806,6806-2,"[u'Post-training software self-efficacy', u'immediate task performance', u'Immediate task performance', u'delayed task performance', u'Declarative knowledge', u'delayed task performance']",Post-training software self-efficacy will positively influence immediate task performance.
6806,6806-3,"[u'Immediate task performance', u'delayed task performance', u'Declarative knowledge', u'delayed task performance', u'Post-training software self-efficacy', u'delayed task performance']",Immediate task performance will positively influence delayed task performance.
6806,6806-4,"[u'Declarative knowledge', u'delayed task performance', u'Post-training software self-efficacy', u'delayed task performance', u'Observational learning processes', u'declarative knowledge']",Declarative knowledge will positively influence delayed task performance.
6806,6806-5,"[u'Post-training software self-efficacy', u'delayed task performance', u'Observational learning processes', u'declarative knowledge']",Post-training software self-efficacy will positively influence delayed task performance.
6806,6806-6,"[u'Observational learning processes', u'declarative knowledge']",Observational learning processes will positively influence declarative knowledge.
6806,6806-7,"[u'Observational learning processes', u'post-training software self-efficacy']",Observational learning processes will positively influence post-training software self-efficacy.
6806,6806-8,"[u'retention enhancement intervention', u'retention processes', u'attention', u'production', u'motivation processes', u'observational learning']","The retention enhancement intervention will positively influence the retention processes, but not the attention, production,or motivation processes, of observational learning."
6806,6806-9,"[u'Pretraining motivation to learn', u'attention', u'retention', u'production', u'motivation processes', u'observational learning']","Pretraining motivation to learn will positively influence the attention, retention, production, and motivation processes of observational learning."
6806,6806-0,"[u'Pretraining software self-efficacy', u'post-training software self-efficacy', u'value of experience', u'decision outcome', u'subjects with and without DQI']",Pretraining software self-efficacy will positively influence post-training software self-efficacy.
6807,6807-1,"[u'value of experience', u'decision outcome', u'subjects with and without DQI']","For a given value of experience, there will be no differences in decision outcome between subjects with and without DQI."
6807,6807-2,"[u'a given measure of time', u'decision outcome', u'subjects with and without DQI']","For a given measure of time, there will be no differences in decision outcome between subjects with and without DQI."
6808,6808-1,"[u'IT knowledge in business people', u'intentions to champion IT in their organizations']",IT knowledge in business people positively influences their intentions to champion IT in their organizations.
6808,6808-2,"[u'IT experience in business people', u'intentions to champion IT in their organizations', u'perceived effectiveness of the feedback mechanism', u'buyer trust in the community of sellers']",IT experience in business people positively influences their intentions to champion IT in their organizations.
6809,6809-1a,"[u'perceived effectiveness of the feedback mechanism', u'buyer trust in the community of sellers', u'perceived effectiveness of the feedback mechanism', u'buyers\u2019 perceived risk of transacting with the community of sellers', u'perceived effectiveness of escrow services', u'buyer trust in the community of sellers']",The perceived effectiveness of the feedback mechanism increases buyer trust in the community of sellers.
6809,6809-1b,"[u'perceived effectiveness of the feedback mechanism', u'buyers\u2019 perceived risk of transacting with the community of sellers', u'perceived effectiveness of escrow services', u'buyer trust in the community of sellers', u'perceived effectiveness of escrow services', u'buyer perceived risk of transacting with the community of sellers']",The perceived effectiveness of the feedback mechanism reduces buyers’ perceived risk of transacting with the community of sellers.
6809,6809-2a,"[u'perceived effectiveness of escrow services', u'buyer trust in the community of sellers', u'perceived effectiveness of escrow services', u'buyer perceived risk of transacting with the community of sellers', u'perceived effectiveness of credit card guarantees', u'buyer trust in the community of sellers']",The perceived effectiveness of escrow services increases buyer trust in the community of sellers.
6809,6809-2b,"[u'perceived effectiveness of escrow services', u'buyer perceived risk of transacting with the community of sellers', u'perceived effectiveness of credit card guarantees', u'buyer trust in the community of sellers', u'perceived effectiveness of credit card guarantees', u'buyer perception of risk of transacting with the community of sellers']",The perceived effectiveness of escrow services reduces buyer perceived risk of transacting with the community of sellers.
6809,6809-3a,"[u'perceived effectiveness of credit card guarantees', u'buyer trust in the community of sellers', u'perceived effectiveness of credit card guarantees', u'buyer perception of risk of transacting with the community of sellers', u'Trust in the intermediary', u'buyer trust in the community of sellers']",The perceived effectiveness of credit card guarantees increases buyer trust in the community of sellers.
6809,6809-3b,"[u'perceived effectiveness of credit card guarantees', u'buyer perception of risk of transacting with the community of sellers', u'Trust in the intermediary', u'buyer trust in the community of sellers', u'Trust in the intermediary', u'perceived risk of transacting with the community of sellers']",The perceived effectiveness of credit card guarantees reduces buyer perception of risk of transacting with the community of sellers.
6809,6809-4a,"[u'Trust in the intermediary', u'buyer trust in the community of sellers', u'Trust in the intermediary', u'perceived risk of transacting with the community of sellers', u'Trust in the community of sellers', u'perceived risk of transacting with sellers in online marketplaces']",Trust in the intermediary increases buyer trust in the community of sellers.
6809,6809-4b,"[u'Trust in the intermediary', u'perceived risk of transacting with the community of sellers', u'Trust in the community of sellers', u'perceived risk of transacting with sellers in online marketplaces', u'Trust in the community of sellers', u'buyer intentions to transact with sellers in the specific online marketplace']",Trust in the intermediary reduces buyer perceived risk of transacting with the community of sellers.
6809,6809-5,"[u'Trust in the community of sellers', u'perceived risk of transacting with sellers in online marketplaces', u'Trust in the community of sellers', u'buyer intentions to transact with sellers in the specific online marketplace', u'Perceived risk in the community of sellers', u'intentions to transact with sellers in an online marketplace']",Trust in the community of sellers reduces the perceived risk of transacting with sellers in online marketplaces.
6809,6809-6,"[u'Trust in the community of sellers', u'buyer intentions to transact with sellers in the specific online marketplace', u'Perceived risk in the community of sellers', u'intentions to transact with sellers in an online marketplace', u'Buyer intentions to transact with sellers in an online marketplace', u'transaction behavior']",Trust in the community of sellers increases buyer intentions to transact with sellers in the specific online marketplace.
6809,6809-7,"[u'Perceived risk in the community of sellers', u'intentions to transact with sellers in an online marketplace', u'Buyer intentions to transact with sellers in an online marketplace', u'transaction behavior', u'Response time', u'when the target item is flashed', u'when it is not flashed']",Perceived risk in the community of sellers decreases intentions to transact with sellers in an online marketplace.
6809,6809-8,"[u'Buyer intentions to transact with sellers in an online marketplace', u'transaction behavior', u'Response time', u'when the target item is flashed', u'when it is not flashed']",Buyer intentions to transact with sellers in an online marketplace are positively related to transaction behavior.
6810,6810-1a,"[u'Response time', u'when the target item is flashed', u'when it is not flashed', u'Response time', u'nontarget item is flashed', u'when it is not flashed']",Hypothesis 1a. Response time will be shorter when the target item is flashed compared to when it is not flashed.
6810,6810-1b,"[u'Response time', u'nontarget item is flashed', u'when it is not flashed', u'Response time', u'high', u'low local density environments', u'when the target item is flashed', u'when it is not flashed']",Hypothesis 1b. Response time will be longer when a nontarget item is flashed compared to when it is not flashed.
6810,6810-1c,"[u'Response time', u'high', u'low local density environments', u'when the target item is flashed', u'when it is not flashed']",Hypothesis 1c. Response time reduces to a greater extent in high than in low local density environments when the target item is flashed compared to when it is not flashed.
6810,6810-1d,"[u'Response time', u'high', u'low local density environments', u'nontarget item is flashed', u'when it is not flashed']",Hypothesis 1d. Response time increases to a greater extent in high than in low local density environments when a nontarget item is flashed compared to when it is not flashed.
6810,6810-2a,"[u'Recall of the target item', u'when it is flashed compared', u'when it is not flashed', u'Recall of the target item', u'when a nontarget item is flashed', u'when it is not flashed']","Hypothesis 2a. Recall of the target item will be different
when it is flashed compared to when it is not flashed."
6810,6810-2b,"[u'Recall of the target item', u'when a nontarget item is flashed', u'when it is not flashed', u'Recall of the nontarget item', u'when it is flashed', u'when it is not flashed']","Hypothesis 2b. Recall of the target item will be different
when a nontarget item is flashed compared to when it
is not flashed."
6810,6810-2c,"[u'Recall of the nontarget item', u'when it is flashed', u'when it is not flashed', u'Recall of the nontarget items', u'when the target item is flashed', u'when it is not flashed']","Hypothesis 2c. Recall of the nontarget item will be
higher when it is flashed compared to when it is not flashed."
6810,6810-2d,"[u'Recall of the nontarget items', u'when the target item is flashed', u'when it is not flashed', u'Recall of the nontarget items that are not flashed', u'when a nontarget item is flashed', u'when it is not flashed']","Hypothesis 2d. Recall of the nontarget items will be
lower when the target item is flashed compared to when it
is not flashed."
6810,6810-2e,"[u'Recall of the nontarget items that are not flashed', u'when a nontarget item is flashed', u'when it is not flashed']",Recall of the nontarget items that are not flashed will be lower when a nontarget item is flashed compared to when it is not flashed.
6810,6810-2f,"[u'Overall recall', u'when the target item is flashed', u'when it is not flashed', u'Overall recall', u'when a nontarget item is flashed', u'when it is not flashed']","Hypothesis 2f. Overall recall will be lower when the
target item is flashed compared to when it is not flashed."
6810,6810-2g,"[u'Overall recall', u'when a nontarget item is flashed', u'when it is not flashed', u'Focused attention', u'when the target item is flashed', u'when it is not flashed']","Hypothesis 2g. Overall recall will be different when a
nontarget item is flashed compared to when it is not flashed."
6810,6810-3a,"[u'Focused attention', u'when the target item is flashed', u'when it is not flashed', u'Focused attention', u'when a nontarget item is flashed', u'when it is not flashed']","Hypothesis 3a. Focused attention will be lower when
the target item is flashed compared to when it is not flashed."
6810,6810-3b,"[u'Focused attention', u'when a nontarget item is flashed', u'when it is not flashed', u'Attitudes toward using the website', u'when the target item is flashed', u'when it is not flashed']","Hypothesis 3b. Focused attention will be lower when
a nontarget item is flashed compared to when it is not
flashed."
6810,6810-4a,"[u'Attitudes toward using the website', u'when the target item is flashed', u'when it is not flashed', u'Attitudes toward using the website', u'when a nontarget item is flashed', u'when it is not flashed']","Hypothesis 4a. Attitudes toward using the website
will be different when the target item is flashed compared
to when it is not flashed."
6810,6810-4b,"[u'Attitudes toward using the website', u'when a nontarget item is flashed', u'when it is not flashed', u'dynamism in the organizational task environments ', u'nonroutineness of the assigned tasks']","Hypothesis 4b. Attitudes toward using the website
will be less favorable when a nontarget item is flashed compared
to when it is not flashed."
6811,6811-1a,"[u'dynamism in the organizational task environments ', u'nonroutineness of the assigned tasks', u'dynamism in the organizational task environments ', u'interdependence of the assigned tasks', u'heterogeneity in the organizational task environments', u'nonroutineness of the assigned tasks']","Hypothesis 1A (H1A): Higher levels of dynamism in
the organizational task environments will increase the nonroutineness
of the assigned tasks."
6811,6811-1b,"[u'dynamism in the organizational task environments ', u'interdependence of the assigned tasks', u'heterogeneity in the organizational task environments', u'nonroutineness of the assigned tasks', u'heterogeneity in the organizational task environments', u'interdependence of the assigned tasks']","Hypothesis 1B (H1B): Higher levels of dynamism in
the organizational task environments will increase the interdependence of the assigned tasks."
6811,6811-2a,"[u'heterogeneity in the organizational task environments', u'nonroutineness of the assigned tasks', u'heterogeneity in the organizational task environments', u'interdependence of the assigned tasks', u' hostility in the organizational task environments', u'nonroutineness of the assigned tasks']","Hypothesis 2a (H2a). Higher levels of heterogeneity
in the organizational task environments will increase the
nonroutineness of the assigned tasks."
6811,6811-2b,"[u'heterogeneity in the organizational task environments', u'interdependence of the assigned tasks', u' hostility in the organizational task environments', u'nonroutineness of the assigned tasks', u' hostility in the organizational task environments', u'interdependence of the assigned tasks']","Hypothesis 2b (H2b). Higher levels of heterogeneity
in the organizational task environments will increase the
interdependence of the assigned tasks."
6811,6811-3a,"[u' hostility in the organizational task environments', u'nonroutineness of the assigned tasks', u' hostility in the organizational task environments', u'interdependence of the assigned tasks', u'Task nonroutineness', u'user satisfaction with data']","Hypothesis 3a (H3a). Higher levels of hostility in the
organizational task environments will increase the nonroutineness
of the assigned tasks."
6811,6811-3b,"[u' hostility in the organizational task environments', u'interdependence of the assigned tasks', u'Task nonroutineness', u'user satisfaction with data']","Hypothesis 3b (H3b). Higher levels of hostility in the
organizational task environments will increase the interdependence
of the assigned tasks."
6811,6811-4,"[u'Task nonroutineness', u'user satisfaction with data']","Hypothesis 4 (H4). Task nonroutineness has negative
effects on user satisfaction with data."
6811,6811-4,"[u'Task interdependence', u'user satisfaction with data']","Hypothesis 4 (H4). Task nonroutineness has negative
effects on user satisfaction with data."
6811,6811-4,"[u'Task interdependence', u'user satisfaction with data']","Hypothesis 4 (H4). Task nonroutineness has negative
effects on user satisfaction with data."
6811,6811-4,"[u'Task interdependence', u'user satisfaction with data']","Hypothesis 4 (H4). Task nonroutineness has negative
effects on user satisfaction with data."
6811,6811-5,"[u'Task interdependence', u'user satisfaction with data']","Hypothesis 5 (H5). Task interdependence has negative
effects on user satisfaction with data."
6811,6811-5,"[u'Selective outsourcing', u'comprehensive', u'minimal outsourcing']","Hypothesis 5 (H5). Task interdependence has negative
effects on user satisfaction with data."
6811,6811-5,"[u'Selective outsourcing', u'comprehensive', u'minimal outsourcing']","Hypothesis 5 (H5). Task interdependence has negative
effects on user satisfaction with data."
6811,6811-5,"[u'Selective outsourcing', u'comprehensive', u'minimal outsourcing']","Hypothesis 5 (H5). Task interdependence has negative
effects on user satisfaction with data."
6812,6812-1a,"[u'Selective outsourcing', u'comprehensive', u'minimal outsourcing', u'Buy-in', u'fee-for-service controls', u'partnerships']",Selective outsourcing will be more successful than comprehensive or minimal outsourcing.
6812,6812-1a,"[u'Buy-in', u'fee-for-service controls', u'partnerships']",Selective outsourcing will be more successful than comprehensive or minimal outsourcing.
6812,6812-1b,"[u'Buy-in', u'fee-for-service controls', u'partnerships', u'Short-term outsourcing relationships', u'medium-', u'long-term relationships']",Buy-in or fee-for-service controls will be more successful than partnerships.
