Product,Product Stars,Author,Text,Price,Review Stars,Author ID,Date,Title,Verified_Purchase,Helpfulness Total,Helpfulness,Review Ranking
"FEMEL Practical Remanufactured Ink Cartridge Replacement for HP 950XL 951XL (2-Black, 2-Cyan, 2-Magenta, 2- Yellow) Compatible With HP Officejet Pro 8610, 8620, 8630, 8660, 251dw, 276dw Printers",4.5,Dragonling's Mommy,"As with my other after market ink cartridges for my hp, these don't seem to fit quite right, they are closer than the others, but just a tiny bit off.  It took a little fishing to get them seated properly, but not really a hassle<br/><br/>Once I fiddled each ink into place and got them working they seem to work just fine.  The ink seems to be of fine quality, the colors are good and they dry in about the same time as the oem ink I had previously.<br/><br/>I was offered the opportunity to purchase this set of printer ink at a discounted price in exchange for submitting a review of my experience with the product.  My review is based upon purchasing this at the current selling price.<br/><br/>For those wondering about trusting reviews from those who received a product at a discount, I don't know how others do it but in the program I'm in, I don't know if the manufacturer even sees our review.  I know I am judged on a few things: did I submit a review, was it long enough to be meaningful (a ten word review would count against you), and what percentage of people found it helpful.  I have not seen any implication that rating a product well influences my reviewer rating at all.  I was asked by one manufacturer to say I bought their product on a flash sale instead of being upfront and I ignored that, as it is not truthful.  I hope that my reviews are helpful to others, and I would not want anyone to waste their money on account of me misleading them.",,4.0,A3LENTSWM0X7LL,"January 19, 2016",Ink seems to be working well.  Just a little fiddling to get them all seated and working correctly,Yes,,,58
Supricolor 4 Pack Replacement hp 950xl hp 951xl hp 950 hp 951 (1 Black 1 Cyan 1 Magenta 1 Yellow) for hp Officejet Pro 8610 8620 8630 8640 8660 251dw 276dw MFP 8100-N811a 8600 e-All-in-One N911g 8600 Plus-N911n 8600 Premium N911a Printer.,4.1,Dragonling's Mommy,"As others have mentioned, these don't seem to fit quite right.  I eventually did get them all working, but it took a little fiddling for me.<br/><br/>Once I fiddled each ink into place and got them working they seem to work just fine.  The ink seems to be of fine quality, the colors are good and they dry in about the same time as the oem ink I had previously.<br/><br/>I was offered the opportunity to purchase this set of printer ink at a discounted price in exchange for submitting a review of my experience with the product.  My review is based upon purchasing this at the current selling price.<br/><br/>For those wondering about trusting reviews from those who received a product at a discount, I don't know how others do it but in the program I'm in, I don't know if the manufacturer even sees our review.  I know I am judged on a few things: did I submit a review, was it long enough to be meaningful (a ten word review would count against you), and what percentage of people found it helpful.  I have not seen any implication that rating a product well influences my reviewer rating at all.  I was asked by one manufacturer to say I bought their product on a flash sale instead of being upfront and I ignored that, as it is not truthful.  I hope that my reviews are helpful to others, and I would not want anyone to waste their money on account of me misleading them.",20.29,3.0,A3LENTSWM0X7LL,"January 19, 2016",Works fine after a bit of fiddling to get them seated correctly,Yes,,,57
Bayam Black Wood Fine Art Drawing Colored Pencils Metal Tin Oil Base Pencil Set Colored Pencils (24 Color),5,Dragonling's Mommy,"I love these!! The oil based cores give these such a smooth gliding feel.  It's like the top is almost melted, they have such a wonderful flow.  The colors are so rich and vibrant!<br/><br/>This is my second set of nice colored pencils, the other being a set of watercolor pencils.  If you are really into coloring or creating your own art, I would really recommend a set of each, as they each have advantages and disadvantages.  If you are choosing one over the other, here are some thoughts.<br/><br/>With these oil pencils, it's so easy to create bold colors and to blend.  It's a bit difficult to really get muted, soft colors.  Yes you can color very lightly and you get a light color, but it's not muted, it's still very saturated with color.  I love this for the coloring I am doing with them, but wanted to point it out.<br/><br/>When the arthritis in my hands is flared up, these are a better choice as I get a rich color with very little pressure.<br/><br/>With the watercolor pencils, the ones I have have a soft, smooth choir, but they are still not as fluid feeling as the oil.  They can create soft, muted tones easily, and just add water to the paper or pencil and you instantly have a rich bold color to work with.  The caveat being that you will destroy or damage some papers with even the slightest bit of water.  They blend well, but, in my opinion these oil based ones blend better - for non-water blending.  I am able to get a sharper point on the watercolor pencils, the oils are a bit too soft to get a sharp sharp point.<br/><br/>Overall, these are awesome pencils, with thick, soft cores that make coloring extremely enjoyable.<br/><br/>I was offered the opportunity to purchase this set of colored pencils at a discounted price in exchange for submitting a review of my experience with the product.  My review is based upon purchasing this at the current selling price.<br/><br/>For those wondering about trusting reviews from those who received a product at a discount, I don't know how others do it but in the program I'm in, I don't know if the manufacturer even sees our review.  I know I am judged on a few things: did I submit a review, was it long enough to be meaningful (a ten word review would count against you), and what percentage of people found it helpful.  I have not seen any implication that rating a product well influences my reviewer rating at all.  I was asked by one manufacturer to say I bought their product on a flash sale instead of being upfront and I ignored that, as it is not truthful.  I hope that my reviews are helpful to others, and I would not want anyone to waste their money on account of me misleading them.",20.29,5.0,A3LENTSWM0X7LL,"January 18, 2016","So soft, it's like coloring with butter!!  Easy on arthritic hands.",Yes,1,1,56
"Doll Clothes for American Girl Dolls: 3 Pc Flower Girl Wedding Outfit - ""Dress Along Dolly"" (Includes Dress, Purse, and Shoes)",4.5,Dragonling's Mommy,"This dress is a gift for the daughter my friend just adopted and it's absolutely adorable.  Ours had a few little loose threads that I snipped, but nothing that I really had to even do that for.  It's a really cute set and a pretty good value at the current selling price.  It fits her 18"" doll wonderfully and the colors are great.  I think this is a great present for any little girl looking for a dresses for her doll.<br/><br/>I was offered the opportunity to purchase this dress at a discounted price in exchange for submitting a review of my experience with the product.  My review is based upon purchasing this at the current selling price.<br/><br/>For those wondering about trusting reviews from those who received a product at a discount, I don't know how others do it but in the program I'm in, I don't know if the manufacturer even sees our review.  I know I am judged on a few things: did I submit a review, was it long enough to be meaningful (a ten word review would count against you), and what percentage of people found it helpful.  I have not seen any implication that rating a product well influences my reviewer rating at all.  I was asked by one manufacturer to say I bought their product on a flash sale instead of being upfront and I ignored that, as it is not truthful.  I hope that my reviews are helpful to others, and I would not want anyone to waste their money on account of me misleading them.",16.95,4.0,A3LENTSWM0X7LL,"January 18, 2016","Adorable dress set!!  A few loose threads, nothing much though",Yes,1,1,55
Sungwoo Colorful Led Night Light Lamp Dreamy Roating Starry Projector Star Sky Projection Lamp Perfect for Kids Room Bedroom Living Room (Blue),4.8,Dragonling's Mommy,"I love this little night light!  My kids love this!<br/><br/>Since the other reviews don't completely cover it first I will go over what each button does.<br/><br/>A:  Turn the white light on and off.<br/>B:  Cycle through the selections of the red, blue and green lights.  First each color individually, then combinations of two colors, followed by all three on, and finally all three blinking<br/>C:  Controls rotation of the stars.<br/><br/>This is a little smaller than I imagined, but still a good size.  And yes, the images do get a little fuzzy as its further from the surface you are projecting on, but that I expected.  The included frosted dome is perfect if you want to just look at the dome itself and not a projection.<br/><br/>Personally, I like to turn on the relaxing combination of blue and green lights and I'm very happy that you can completely choose which colors you want shining.<br/><br/>For power, there is the option of batteries or a usb power supply.  The only thing I would change on this is to use a standard usb power supply such as usb-micro sub.  Unfortunately this does not use a standard cord, making it more difficult to replace or find and<br/>a longer cord.<br/><br/>For those wondering about trusting reviews from those who received a product at a discount, I don't know how others do it but in the program I'm in, I don't know if the manufacturer even sees our review.  I know I am judged on a few things: did I submit a review, was it long enough to be meaningful (a ten word review would count against you), and what percentage of people found it helpful.  I have not seen any implication that rating a product well influences my reviewer rating at all.  I was asked by one manufacturer to say I bought their product on a flash sale instead of being upfront and I ignored that, as it is not truthful.  I hope that my reviews are helpful to others, and I would not want anyone to waste their money on account of me misleading them.",15.99,5.0,A3LENTSWM0X7LL,"January 18, 2016",Love this light!! Buttons explained below.,Yes,1,1,54
"Kitchensils Cookie Cutters Set Biscuit Cutter Set and Free Measuring Spoon Set . 2 in 1 Double Sided. 6 Pieces Different Sizes, Scalloped Side and Plain Circle. Round Cutters. Must Have For Every Kitchen.",4.9,Dragonling's Mommy,"My son recently lost 3 of my measuring spoons, so when I was offered this set at a discounted price, that would be about what I would pay just for the measuring spoons, I thought it was a cute set and I'd give it a try.<br/><br/>The set is cute, with vibrant colors, as stated.  Your colors will probably vary from the pictures, but they will be bright with high contrast.  I love that the cutters all nest inside the container, this is very convenient for storage.<br/><br/>My kids love the colors, I like that they are not likely to hurt themselves with this set, while it still does a great job cutting through biscuit dough.<br/><br/>The measuring spoons are:<br/>1/4 tsp<br/>1/2 tsp<br/>1 tsp<br/>1/2 Tbsp<br/>1 Tbsp<br/><br/>I kind of wish there v was a 1/8 tsp instead of the 1/2 Tbsp, but that is negligible.<br/><br/>For those wondering about trusting reviews from those who received a product at a discount, I don't know how others do it but in the program I'm in, I don't know if the manufacturer even sees our review.  I know I am judged on a few things: did I submit a review, was it long enough to be meaningful (a ten word review would count against you), and what percentage of people found it helpful.  I have not seen any implication that rating a product well influences my reviewer rating at all.  I was asked by one manufacturer to say I bought their product on a flash sale instead of being upfront and I ignored that, as it is not truthful.  I hope that my reviews are helpful to others, and I would not want anyone to waste their money on account of me misleading them.",24.99,5.0,A3LENTSWM0X7LL,"January 17, 2016","Cute colorful set, kids love them",Yes,1,1,53
"Building Bricks - 1000 pc ""Big Bag of Bricks"" Bulk Blocks with 54 Roof Pieces - Tight Fit and Compatible with Lego",4,Dragonling's Mommy,"As brand name Lego bricks are fairly expensive, I have been looking for a cheaper alternative for bulk bricks for building.  When I was offered the opportunity to purchase these at a discount, I was pretty excited.  Here is a review of our experiences with them.<br/><br/>My son was ecstatic to see this big bag of bricks in the Amazon box, he started cheering, and we started playing immediately.  My first impression was highly favorable and most of the bricks fit together tightly and fit well with Legos, but not all.  A few of the bricks just would not stay connected well to anything.  This was only the case for a couple of the bricks, but indicates a bit of a quality control issue in my opinion.  This is the reason I'm deducting one star, really I think I'd rate them a little above 4 stars.  If more pieces were bad, I would have dropped stars quickly.<br/><br/>I was impressed that the bag does live up to its claim of having many of the larger bricks, providing smaller bricks more as part of the assortment, not to fill up the total number.<br/><br/>Overall, I would say they are a good value for the current selling price, and if you find them on sale - I think I saw these on lightening deals before Christmas, it's a great value/piece.<br/><br/>These pieces do not match the Lego colors, so if this is extremely important to you, then this won't be the set for you and you will have to stick with name brand.  If you are looking for a way to have a large assortment of bricks to expand your building capabilities, this is a great value.<br/><br/>For those wondering about trusting reviews from those who received a product at a discount, I don't know how others do it but in the program I'm in, I don't know if the manufacturer even sees our review.  I know I am judged on a few things: did I submit a review, was it long enough to be meaningful (a ten word review would count against you), and what percentage of people found it helpful.  I have not seen any implication that rating a product well influences my reviewer rating at all.  I was asked by one manufacturer to say I bought their product on a flash sale instead of being upfront and I ignored that, as it is not truthful.  I hope that my reviews are helpful to others, and I would not want anyone to waste their money on account of me misleading them.",34.95,4.0,A3LENTSWM0X7LL,"January 17, 2016","Great, inexpensive substitute for the brand bricks, mostly larger bricks",Yes,1,1,52
Thyroid Support Supplement - Essential Care to Aid Hypothyroidism Symptoms - a Complex Blend of Vitamin B12 and Iodine for an Underactive Thyroid and to Increase Energy Levels,4.7,Dragonling's Mommy,"My thyroid was discovered to be a bit sluggish during testing in pregnancy, but not so much that I absolutely had to take anything, but something to watch.  I chose not to treat it at the time, as I was told sometimes it is temporary and I may go back to normal after birth.<br/><br/>I'm still in a limbo position, where I don't have to treat it, but I am not running on optimal.  I was trying to improve my health naturally, but it's been difficult with so little energy.  So, when I was offered this supplement at a discounted price in exchange for submitting a review of my experience with the product, I thought, what can it hurt?<br/><br/>I don't have direct thyroid measurements before and after, but I do seem to feel like I have a little more energy.  I don't know if this could be directly from this supplement or not, but it does seem to at least have a slight affect for me.<br/><br/>The effect is nothing like taking an energy supplement, I do like this better, as I don't feel something giving me false, tense, nervous energy.  On the other hand, I don't feel nearly as much of a boost from it.  The slight boost I do feel feels more natural though.<br/><br/>For those wondering about trusting reviews from those who received a product at a discount, I don't know how others do it but in the program I'm in, I don't know if the manufacturer even sees our review.  I know I am judged on a few things: did I submit a review, was it long enough to be meaningful (a ten word review would count against you), and what percentage of people found it helpful.  I have not seen any implication that rating a product well influences my reviewer rating at all.  I was asked by one manufacturer to say I bought their product on a flash sale instead of being upfront and I ignored that, as it is not truthful.  I hope that my reviews are helpful to others, and I would not want anyone to waste their money on account of me misleading them.",29.97,4.0,A3LENTSWM0X7LL,"January 17, 2016","Feel a light, but natural boost to energy. Not like an energy supplement though.",Yes,1,1,51
Bayam 48 Watercolor Colored Pencils / Professional Water Soluble Colored Pencil Set / Metal Tin Case / 48 Assorted Colors,4.7,Dragonling's Mommy,"I received a few coloring books for Christmas and had been using the makers I had with not quite satisfactory results, so I was excited when I was offered the opportunity to purchase these pencils at a discounted price in exchange for submitting my evaluation of my experience with the product.<br/><br/>I have never used the high-dollar brand name watercolor colored pencils, so unfortunately, I cannot compare to those.  I will describe my experience with three as thoroughly as possible.<br/><br/>Packaging:  The tin they arrived in was fairly nice.  Unfortunately, mine was slightly bent out of shape.  I was considering docking a star, but I think the real issue was Amazon shipping these fairly loose in a box with several other items I ordered.  The tin snaps open and shut and contains two little plastic trays of pencils.  These trays are fairly flimsy themselves, but as they sit in the tin, it provides their support.  There are at least some little spots to easily pinch the top tray to remove it to get to the pencils underneath.<br/><br/>Accessories:  This comes with a blending paint brush to use with these as watercolors and a little pencil sharpener, that looks generic, but worked quite well for me.<br/><br/>Pencils:  These are by far the highest quality I've used and are far above your typical generic pencils.  The color core is slightly soft allowing you to easily color with smooth results.<br/><br/>The three ways I tested then are as a simple colored pencil, color first and then blend lightly with water, and finally, to wet the pencil before marking the paper.<br/><br/>As a simple colored pencil these still outshine your typical colored pencils as they give such smooth coverage.  Lightly blending this with water and the included brush, gives your work a slightly translucent quality.  And when I would wet the pencil first a was rewarded with bold deep color that really stood out.<br/><br/>These worked well in every type of situation I could see someone using them in.  They seem to be a really good value for those looking to step up their coloring, and perhaps learn some new techniques.  If you are an artist, experienced with the pencils that cost three to four times as much, I don't know if you will be disappointed or not, but at this price point, I don't even think these are trying to compete with the very top know brands.<br/><br/>All in all, this is a solid quality set for those on a budget and trying to give themselves more options when coloring.<br/><br/>For those wondering about trusting reviews from those who received a product at a discount, I don't know how others do it but in the program I'm in, I don't know if the manufacturer even sees our review.  I know I am judged on a few things: did I submit a review, was it long enough to be meaningful (a ten word review would count against you), and what percentage of people found it helpful.  I have not seen any implication that rating a product well influences my reviewer rating at all.  I was asked by one manufacturer to say I bought their product on a flash sale instead of being upfront and I ignored that, as it is not truthful.  I hope that my reviews are helpful to others, and I would not want anyone to waste their money on account of me misleading them.",30.39,5.0,A3LENTSWM0X7LL,"January 16, 2016","Solid set, soft cores that blend well, adding water first gives rich bold color",Yes,1,1,50
"Omega 3 Fish Oil Pills (120 Capsules Count) Triple Strength Supplement, Burpless Softgels, High EPA (800mg) High DHA (600mg)",4.7,Dragonling's Mommy,"For those wondering about trusting reviews from those who received a product at a discount, I don't know how others do it but in the program I'm in, I don't know if the manufacturer even sees our review.  I know I am judged on a few things: did I submit a review, was it long enough to be meaningful (a ten word review would count against you), and what percentage of people found it helpful.  I have not seen any implication that rating a product well influences my reviewer rating at all.  I was asked by one manufacturer to say I bought their product on a flash sale instead of being upfront and I ignored that, as it is not truthful.  I hope that my reviews are helpful to others, and I would not want anyone to waste their money on account of me misleading them.",19.95,5.0,A3LENTSWM0X7LL,"January 15, 2016",Large dose EPA/pill.  No fishy burps,Yes,2,0,49
"Pura d'or Hair Loss Prevention Premium Organic Shampoo, Brown and Blue, 16 Fluid Ounce",4.3,Dragonling's Mommy,"I recently tried anther Argal oil shampoo and loved it, so when I was offered this hair loss formula at a discounted price in exchange for submitting an evaluation of my experience with the product, I jumped at the chance to get this - mostly for my husband.<br/><br/>This bottle arrived intact with no leaking, which was fortunate, because unlike the other bottle of shampoo, this one was not packaged inside of a baggie.<br/><br/>My initial impression was that it had a slightly weird, but not unpleasant smell, which makes sense as it clearly states no added fragrances.<br/><br/>I don't really have an issue with losing hair myself, I have thin dry hair (that has been getting healthier with the Argan oil shampoo), but it's not really thinning.  that said, I have noticed less shedding in the shower or brush for myself after using this for a bit.  I'm not sure if it has had more to do with my switch to argan oil shampoo in the first place or if I can attribute it directly to this shampoo.<br/><br/>For my husband, he has definitely reported a decrease in hair loss since I have this to him to use.<br/><br/>I don't know how well this product would work on more severe loss, but it does seem to live up to its claims of helping.<br/><br/>For those wondering about trusting reviews from those who received a product at a discount, I don't know how others do it but in the program I'm in, I don't know if the manufacturer even sees our review.  I know I am judged on a few things: did I submit a review, was it long enough to be meaningful (a ten word review would count against you), and what percentage of people found it helpful.  I have not seen any implication that rating a product well influences my reviewer rating at all.  I was asked by one manufacturer to say I bought their product on a flash sale instead of being upfront and I ignored that, as it is not truthful.  I hope that my reviews are helpful to others, and I would not want anyone to waste their money on account of me misleading them.",24.11,5.0,A3LENTSWM0X7LL,"January 15, 2016","Seems to help reduce, though not completely stop hair loss",Yes,2,2,48
MESHA 12 Inches Assorted Color Balloons (144 Pcs) Very High Quality - USA SELLER,4.9,Dragonling's Mommy,"These are awesome balloons at a great price!  They are much higher quality than I was expecting at little more than five cents each.  The colors are bright, the balloons blow up later than I was expecting and are holding up well to being played with by two young boys.<br/><br/>Wonderful huge bag of balloons with plenty for parties and everyday use.  My kids love the games of tossing balloons in the air and we probably have 20 or so blown up at any one time.  Right now I'm using them as a fun way to teach my toddler colors.<br/><br/>I was offered the opportunity to purchase a set of these at half price in exchange for submitting a review of my experience with them.  I have now purchased two packs and we'll use this brand again when we need more.  The only thing even slightly disappointing about these was that although we received seven different colors, there were only two people and not as many colors as the main image implies.<br/><br/>For those wondering about trusting reviews from those who received a product at a discount, I don't know how others do it but in the program I'm in, I don't know if the manufacturer even sees our review.  I know I am judged on a few things: did I submit a review, was it long enough to be meaningful (a ten word review would count against you), and what percentage of people found it helpful.  I have not seen any implication that rating a product well influences my reviewer rating at all.  I was asked by one manufacturer to say I bought their product on a flash sale instead of being upfront and I ignored that, as it is not truthful.  I hope that my reviews are helpful to others, and I would not want anyone to waste their money on account of me misleading them.",6.50,5.0,A3LENTSWM0X7LL,"January 15, 2016","Quality, bright and large balloons",Yes,1,1,47
SnuggBugg Premium Nursing Cover. 100% Cotton With A Timeless Neutral Color and Pattern. Now You Can Breastfeed in Comfort and Style Anywhere You Go,4.9,Dragonling's Mommy,"First, it makes me sick that another reviewer is saying that it is horrible to nurse your baby uncovered.  If a mother chooses to cover for her own comfort, great, but no woman should be ashamed for feeding her child.<br/><br/>This cover is nice for those who are uncomfortable nursing in front of others for whatever reason.  The cover is very wide compared to most, so you won't need to worry much about accidentally exposure.  The fabric is a nice quality and the ties allow you to gather and secure it.  Quality wise I would say I like it, but not necessarily love it, so four stars.  It gets the fifth star because it's size sets it apart from others I've seen.<br/><br/>I purchased this at a discount in order to provide a review of my experience with it.<br/><br/>For those wondering about trusting reviews from those who received a product at a discount, I don't know how others do it but in the program I'm in, I don't know if the manufacturer even sees our review.  I know I am judged on a few things: did I submit a review, was it long enough to be meaningful (a ten word review would count against you), and what percentage of people found it helpful.  I have not seen any implication that rating a product well influences my reviewer rating at all.  I was asked by one manufacturer to say I bought their product on a flash sale instead of being upfront and I ignored that, as it is not truthful.  I hope that my reviews are helpful to others, and I would not want anyone to waste their money on account of me misleading them.",19.97,5.0,A3LENTSWM0X7LL,"January 15, 2016","Very large cover, perfect for those uncomfortable nursing in public",Yes,1,1,46
"Building Bricks - 500 Pc ""Big Bag of Bricks"" Bulk Clear Blocks with 27 Roof Pieces - Tight Fit with Lego",4.7,Dragonling's Mommy,"As brand name Lego bricks are fairly expensive, I have been looking for a cheaper alternative for bulk bricks for building.  When I was offered the opportunity to purchase these at a discount, I was pretty excited.  Here is a review of our experiences with them.<br/><br/>The first thing I noticed is that these are not quite as clear as clear Legos, they appear slightly frosted.  Not a deal breaker, but I do think you should know and not expect them to be just the same.<br/><br/>Next, most of the bricks fit together tightly and fit well with Legos, but not all.  some of the bricks just would not stay connected well to anything.  This was only the case for a few of the bricks, but indicates a bit of a quality control issue in my opinion.  This is the reason I'm deducting one star.  If more pieces were bad, I would have dropped stars quickly.<br/><br/>I was impressed that the bag does live up to its claim of having many of the larger bricks, providing smaller bricks more as part of the assortment, not to fill up the total number.<br/><br/>Overall, I would say they are a decent value for the current selling price, and I you find them on sale - I think I saw these on lightening deals before Christmas, it's a great value/piece.<br/><br/>One other thing that would make these a good choice is that if you wanted to use these to build all in the slightly cloudy clear, or wanted to make buildings with a lot of Windows that have the appearance of glass bricks inbred of windows.  The roof pieces make great skylights.<br/><br/>For those wondering about trusting reviews from those who received a product at a discount, I don't know how others do it but in the program I'm in, I don't know if the manufacturer even sees our review.  I know I am judged on a few things: did I submit a review, was it long enough to be meaningful (a ten word review would count against you), and what percentage of people found it helpful.  I have not seen any implication that rating a product well influences my reviewer rating at all.  I was asked by one manufacturer to say I bought their product on a flash sale instead of being upfront and I ignored that, as it is not truthful.  I hope that my reviews are helpful to others, and I would not want anyone to waste their money on account of me misleading them.",27.95,4.0,A3LENTSWM0X7LL,"January 15, 2016","Good alternative to Lego brand, but not perfect.",Yes,1,1,45
"S-Star Portable 100ml Essential Oil Diffuser, Ultrasonic Cool Mist Aroma Humidifier with 7 Color LED Light Changing, Mist Mode Adjustment for Home, Office, Yoga, Spa, Bedroom (100ml new style)",5,Dragonling's Mommy,"This is a small, simple diffuser and meets my needs perfectly.  It holds about 100 ml of water and your added oil of choice.  It has two modes of operation, the first turns on the ultrasonic diffuser intermittently and is the setting I use most often.  Press the button again and it is constantly on, spreading your scent more quickly, but also not lasting as long.  It lasts about seven hours in intermittent mode.<br/><br/>Additionally, this unit will turn off automatically after the water is reduced beyond a certain point in either of the modes.  I like this feature as I like to turn this on at night with lavender and maybe a drop of chamomile.  The colors are a nice, relaxing touch, I use them at night.<br/><br/>I was offered the opportunity to purchase this diffuser at a discount in exchange for submitting a review of my experience with the product.  I am glad that I bought this and have since bought a second diffuser of the same style.<br/><br/>For those wondering about trusting reviews from those who received a product at a discount, I don't know how others do it but in the program I'm in, I don't know if the manufacturer even sees our review.  I know I am judged on a few things: did I submit a review, was it long enough to be meaningful (a ten word review would count against you), and what percentage of people found it helpful.  I have not seen any implication that rating a product well influences my reviewer rating at all.  I was asked by one manufacturer to say I bought their product on a flash sale instead of being upfront and I ignored that, as it is not truthful.  I hope that my reviews are helpful to others, and I would not want anyone to waste their money on account of me misleading them.",25.66,5.0,A3LENTSWM0X7LL,"January 15, 2016","Quiet, compact diffuser.  Works perfectly.",Yes,1,1,44
Baby Bandana Drool Bibs for Boys and Girls - Modern Very Cute Soft Drool Bib From 100% Organic Cotton Super Absorbent - 4 Pack Gift Set - Perfect for Teething - Unisex Fashion By Maxamstars,4.9,Dragonling's Mommy,"These were packaged nicely in a quality box and are gift-ready.  Upon opening the box, my first impression was just how vibrant the colors are and how, as much as I thought I liked them from the picture, they exceeded my expectations in every way.<br/><br/>The colors are crisp and clear, prettier than the picture and is made from 100% organic cotton.  The back is soft and absorbent and is made from polyester.<br/><br/>I bought these to use to help start up a home embroidery business and want a few things I can use as giveaways to generate some initial traffic and establish a name.  The quality of these is perfect for that as I would like to produce high quality items, and need to start with high quality materials.<br/><br/>I was offered the opportunity to purchase these bibs at a discount in exchange for submitting a review of my experience with the product.  I am glad that I did and I have added the brand to the list of supplies for my business.<br/><br/>For those wondering about trusting reviews from those who received a product at a discount, I don't know how others do it but in the program I'm in, I don't know if the manufacturer even sees our review.  I know I am judged on a few things: did I submit a review, was it long enough to be meaningful (a ten word review would count against you), and what percentage of people found it helpful.  I have not seen any implication that rating a product well influences my reviewer rating at all.  I was asked by one manufacturer to say I bought their product on a flash sale instead of being upfront and I ignored that, as it is not truthful.  I hope that my reviews are helpful to others, and I would not want anyone to waste their money on account of me misleading them.",33.95,5.0,A3LENTSWM0X7LL,"January 15, 2016","Even better looking in person, great quality",Yes,2,1,43
"Organic Ceylon Cinnamon Capsules - 750mg of ""True Cinnamon"" Encapsulated in a Convenient Capsule/pills. 750mg X 50 Capsules",4.8,Dragonling's Mommy,"I have been looking for natural ways to help my husband watch his blood sugar levels as he is a borderline diabetic, with diabetes rampant in his family.  We are trying hard now to help control things before his body is damaged too much and he also becomes a full diabetic.<br/><br/>In some meals, it is easy to add cinnamon as it enhances the flavor and matches naturally.  From this, we have realized that cinnamon dots seem to be effective for him in preventing some typical sugar spikes and reduce cravings for foods with higher sugar content.  Unfortunately, for some meals, cinnamon does not go well, and trying to take dry cinnamon is something you pretty much don't do.  So, when I was offered to sample this cinnamon supplement at a discounted price, I was excited to give it a try.<br/><br/>These supplement pills work just as well as our high quality cooking cinnamon, but in a pill that is easy to take regardless of what you are eating.  After trying these out, we will be keeping a cinnamon supplement around at home constantly.<br/><br/>I don't know how well this works for those with full diabetes, but it has been working well for my husband who is not there yet.  And as long as we can use dirty and natural changes to help support his system, we will do that.  It's a lot better for you and cheaper than being on medication the rest of your life.<br/><br/>For those wondering about trusting reviews from those who received a product at a discount, I don't know how others do it but in the program I'm in, I don't know if the manufacturer even sees our review.  I know I am judged on a few things: did I submit a review, was it long enough to be meaningful (a ten word review would count against you), and what percentage of people found it helpful.  I have not seen any implication that rating a product well influences my reviewer rating at all.  I was asked by one manufacturer to say I bought their product on a flash sale instead of being upfront and I ignored that, as it is not truthful.  I hope that my reviews are helpful to others, and I would not want anyone to waste their money on account of me misleading them.",28.70,5.0,A3LENTSWM0X7LL,"January 15, 2016",Easy way to add cinnamon to your diet to help control blood sugar.,Yes,1,1,42
"Electric Pencil Sharpener- Classroom, Heavy Duty, Automatic, Best; Home and Office Use; Perfect for Regular Pencils- Money Back Guarantee",4.4,Dragonling's Mommy,"I have spent some time debating on rating this three or four stars.  I decided to go with three, because right in the title it stays that it can be used for classroom use.  Now, I'm not sure what they are judging as classroom use, but for that I think of many children using it frequently and trying to be quick to make as little disturbance as possible.  Quick, this unit is not.  That is the biggest drawback as far as my experience goes.  For home use, I could have given the unit five stars, but perhaps not at this price point.<br/><br/>If you are looking for home use, I can say that this functions well for me.  We homeschool and so we have a decent number of regular and colored pencils around.  This sharpener has worked well for everything we've tried, and my son loves watching the blades shave off the wood while sharpening.<br/><br/>I also like that this does not rely on yet more batteries, and uses the enclosed adapter.  I also like the little storage cup in the back where you can keep a few sharpened pencils at the ready.<br/><br/>In the end, I would rate this about 2 stars for classroom use and 4-4.5 for home use.<br/><br/>I was offered the opportunity to purchase this pencil sharpener at a discount in exchange for submitting a review of my experience with the product.<br/><br/>For those wondering about trusting reviews from those who received a product at a discount, I don't know how others do it but in the program I'm in, I don't know if the manufacturer even sees our review.  I know I am judged on a few things: did I submit a review, was it long enough to be meaningful (a ten word review would count against you), and what percentage of people found it helpful.  I have not seen any implication that rating a product well influences my reviewer rating at all.  I was asked by one manufacturer to say I bought their product on a flash sale instead of being upfront and I ignored that, as it is not truthful.  I hope that my reviews are helpful to others, and I would not want anyone to waste their money on account of me misleading them.",19.99,3.0,A3LENTSWM0X7LL,"January 13, 2016",Nice sharpener for home use.  I would not suggest this for a classroom.,Yes,2,2,41
