Ranking,Percent Helpful,Author,Total Reviews,Author ID,Helpful Votes
5395,0.88,Amazon Customer,353,A1H8UMB0BB6SGC,446
5396,0.88,Amazon Customer,389,A2KSP2NXQD7Q6P,817
5397,0.93,Jon,193,A2ALRZ0ENQLYY5,1064
5398,0.9,Marta Cheng,312,A2ZV9E2O1SUFGX,379
5399,0.92,IrishFire,268,A13HRSMJ5TOWEZ,836
5400,0.86,Cr8zyC8tL8dy,296,A1HJ9P95IRZ32O,951
5401,0.88,Rose W,291,A2W69YOJBLQH1X,355
5402,0.87,brandy g,200,A6D2B0EWNXGQL,267
5403,0.94,justChill,73,A18YNTBE5AQMHD,1289
5404,0.85,Desiree,817,A12E0Y0J6584RT,1712
5405,0.82,Dave Astle,741,A1WH5J3AP5JR7H,1878
5406,0.89,Helen D. Setterfield,222,A2C81B811FA56V,980
5407,0.8,Londonnoise,462,A2P6QCZWW3H1X6,741
5408,0.78,Susannah St Clair  Foxy Loxy,487,A2F7OT4LYELENO,921
5409,0.73,K. Bug,1401,A3PMNDHPVGA71J,920
5410,0.93,mavirek,87,A28IB49Z4F36Z3,663
5411,0.9,BJ's Reviews,359,A1SOEOZ4954O2D,839
5412,0.77,joe,1083,A2UO040HWOP0C2,665
5413,0.83,Happyslapper,572,A3RJ8YG0RJOHOY,506
5414,0.88,"Crys, the Cat Fancier",255,A2HYGTHB4LJ9FW,556
5415,0.9,DisneyDenizen,112,A39FTW448TRUQO,2223
5416,0.95,Ghoekstra,78,A1MC6VD3CRTW0I,589
5417,0.74,Bad Grandpa,368,A1COSZMOI965TQ,1461
5418,0.82,siona,452,A1Q4SO0O5HJU2K,310
5419,0.88,Elizabeth from Crazii B!tches Book Blog,451,A3BFYXLSAD5YCL,412
5420,0.87,Bri,250,AWDQ4HGF8VZRG,593
5421,0.82,Valentina,662,A58N07M0ZCYMB,1570
5422,0.79,Cali Julz,470,A1OJQL21OSLXP8,433
5423,0.89,Meghan,164,A360104XRFH2SE,1472
5424,0.87,MystinaMarie,110,AJ9CQ56YJJ3OT,2881
5425,0.82,Scott FS,720,AR1T36GLLAFFX,2341
5426,0.85,Transcendental Thomist,279,ATB8MP2M9L5PM,752
5427,0.94,Photoleif,179,A1B0NL8UWAELI7,1159
5428,0.89,Mo Birch,410,A2GD79I5YOLNCD,519
5429,0.92,K. Nusbaum,78,A2FMN9APIECWO0,801
5430,0.93,Chris,106,A36R6GFSVFP29R,486
5431,0.85,Houston Gray,142,A16EGSKWWTYIMW,834
5432,0.8,Rick,217,A2HGVGBEVX1XE,1346
5433,0.89,Kristie,232,A7BT1XS1FH8DW,305
5434,0.9,OC-Adam,175,A28OQVJUCBOHDG,994
5435,0.92,A. Portsmouth,120,A33MPIK17YGMID,698
5436,0.7,lisayabby,543,A3UGHH4IFF5CV3,264
5437,0.74,M. Wong,1109,A2DZUE6U9U6UIT,504
5438,0.76,felicity,966,ACZ1WGB3C3Y36,500
5439,0.83,Randee Baty,641,A5CU1N0KGG7HE,621
5440,0.91,ycnan,113,A2G44NES0MQOAC,1415
5441,0.81,I. Waters,611,AQPLRO2OB0PJZ,333
5442,0.89,Andrew R. Barnard,413,A30JFEZEVKQ7ZN,2006
5443,0.86,Julie Healon,935,A20ZCHB9EV90D4,426
5444,0.92,Writing Historian,127,A1DFGPMWBMQBQF,1695
5445,0.81,Tam,307,A2CJ21GS2KNDJ0,323
5446,0.91,Donna NaQuin,65,A3FEHSSTDATWY5,726
5447,0.94,Andrew,67,APMBKWCORPUM,187
5448,0.88,Amber Walter,147,A12EHXYVUQV7CB,576
5449,0.98,Helton,51,A1OF53Y6BYWB9T,1657
5450,0.95,Ricardo Mio,515,A3FA3BPKD4BZTE,397
5451,0.88,Misty,292,A9JJBS53UUR2P,267
5452,0.8,Michele,451,A3R1E4K7B6RUHP,2088
5453,0.89,Jack,133,A3QRBGBSCXV1GH,2790
5454,0.91,Natalia Murataeva,491,A2USMIT2CSA08,400
5455,0.92,Don't Stop Banana,250,A2RIL2NXHE00AQ,997
5456,0.95,E. M. Foner (SciFi Author),21,A276ISQDRRJ73J,22839
5457,0.99,Jessica,122,A1YESQ3QQ8VQJ2,489
5458,0.87,Robin Sparkles,202,A1P9UJ7CTC16KI,701
5459,0.89,naturalmama,117,A18MVB29WYYSD3,489
5460,0.92,Adam,207,A2YOSGV8YE3NJ8,3171
5461,0.87,Cori C,347,A3CWN0MBM259R1,326
5462,0.88,Kris,161,A1X3DA7C61WZLQ,3004
5463,0.87,igen,216,ARUDTZ5BNUHA6,1146
5464,0.92,Misanthrope,181,A3F5NFPJ5XTT2Q,2374
5465,0.85,Quixote010,332,AITY0KWECVI2C,1342
5466,0.85,karen,124,A140PADBB2597I,585
5467,0.96,DMGenest |,184,A3FQ9WYUHG9CD,485
5468,0.91,C. Ricucci,104,A36UOAWD6EZJU9,952
5469,0.8,Janet Perry,405,A12X7K54734QXE,1676
5470,0.82,Kiran Kumar,238,AUQL12PE19PHK,485
5471,0.86,The Compulsive Reader,792,A3IR2O2V9V2DI4,2878
5472,0.81,Teh Arbitrageur,597,A2MIP3AQVSF2SS,906
5473,0.75,Qurrat-Ul-Ain,842,A2ZMP8G4G0E78,613
5474,0.86,Caglevision,601,AA5HLEE8ND8TJ,863
5475,0.86,Shannon Allen,361,APGVE0OLP0FLE,355
5476,0.91,Bruce Eder,186,A3VDVWMUNBN38R,976
5477,0.75,Yarncraft,798,A18JII5TWTKN7Y,465
5478,0.76,L,338,A11J6CFP5DCBTE,627
5479,0.95,lola scratch n sniff,201,A2E2WZ7AUM2CDM,361
5480,0.78,Steven James,466,A2Z2FATA8JNL54,2762
5481,0.92,Amazon Customer,65,AUPCT5HZSRQIS,512
5482,0.95,X. Phillius,60,A1B3C0ZBW96Y5S,437
5483,0.8,Shannon Paul,855,A108BPIT2FE929,923
5484,0.86,William Springer,132,A27FTLIJ7N8G9V,1368
5485,0.77,Mommatippy2,443,A2RHJADYBFNFWE,543
5486,0.88,Amazon Customer,127,A119RW19UWK7PH,1937
5487,0.82,George Waters,167,A1Q1WIWSN6LMDJ,1599
5488,0.84,K. Durham,154,A14NVOHUU6CVU3,587
5489,0.83,GinSing,253,A1TCSC0YWT82Q0,2050
5490,0.7,Kristin J. Johnson,671,A1ZCYC0RHTRMZF,1823
5491,0.86,Irishman65,447,A27X7XXOKMK879,1303
5492,0.83,Guerrilla Reader,467,A21FWV7IMMPSXP,1885
5493,0.85,Tee Q,474,A154LF7THOX5E2,748
5494,0.78,Daniel V. Reilly,826,ATS7LYGLUX34L,4278
5495,0.83,W. Terry Whalin,592,A2V0RWOVPFPCCW,2260
5496,0.88,Pete Chen,354,A28RSMADFCBJDT,1316
5497,0.84,G. Kellner,236,A5AZYUMD2HKAA,1487
5498,0.87,"I Feel the Need, the Need to Read book blog",334,A2N0J7O4PGS711,817
5499,0.73,KERRI J MOSHER,709,A32OHZ6NK2GAM,539
5500,0.86,Amazon Customer,448,AE41TLMIZPAE7,2616
5501,0.92,Patricia A. Walker,220,A3Q2HBEE6FMWBM,621
5502,0.86,Virginia music lover,337,A2O6AAW9WZ1XJB,1371
5503,0.76,Amazon Customer,311,A27GITTN6AVW5I,1106
5504,0.83,Blueeyedchic,834,A3OIA9B10Y7HGF,597
5505,0.91,Deb M.,118,A3KC4PEIZ6R1DT,912
5506,0.95,Replicant,138,A3TWPW6C78JPGV,265
5507,0.86,PKS,465,A273KT0BQJCAXE,711
5508,0.9,Charlie Blackwood,191,A2JJO0DNB4QV0O,904
5509,0.88,Ben Anderson,148,A2OAKC47GIDXUK,505
5510,0.87,Kyle,494,A38VPLQ01PHL65,614
5511,0.81,Dave Schwinghammer,600,A359U0JFFZ0Q04,5906
5512,0.84,The Just-About-Average Ms. M,75,A2TLAC1UMEPM32,1006
5513,0.85,Autumn Fallen Over Book Reviews,1082,AL6XJLM76V2VZ,974
5514,0.86,skrishna,447,A141R97FHSSUQ0,1846
5515,0.86,M. Ketteman,118,A1LE0GS647MSMQ,1079
5516,0.83,Chanteuse,354,A204906HLJ443E,1477
5517,0.86,dawgpaula,218,A3NXBGSNK09VNO,981
5518,0.91,E. Redifer,178,A1OOB7V0HWGR9I,888
5519,0.84,Xin Huang,168,A1Q4DJKNW73AIZ,562
5520,0.76,Robert Badgley,908,A1Z1NQJUJQ5CRO,3650
5521,0.94,R. Morris,161,A2M4U0ZK4R3ZXW,1336
5522,0.87,Thomas,443,APS831ZLF95PS,509
5523,0.79,Vincent,1616,A21V7WI3WDXGRE,508
5524,0.86,ZoeGirl,236,A2HOYQP38ESSUB,468
5525,0.87,Sofia Lazaridou,476,A29HCCZYB9DRI9,506
5526,0.81,Kahmiel,616,A3V2NAG58DZBHL,418
5527,0.89,The Crochet Kitty,149,A1GW8REZLESME1,316
5528,0.94,John J. Staughton,451,A2M8QIM4YTUUL0,455
5529,0.88,Lawrence Tuczynski,153,A5KUVR7CG4V5V,910
5530,0.88,Sandy S,296,A2ZFFSJ0VM6KSJ,497
5531,0.81,Amy Green,277,AH93HX89KVQG2,2810
5532,0.82,Cassie,264,A1KK32R437TOU3,401
5533,0.77,Coronet Blue,353,A15G70V9OBTOVO,3300
5534,0.84,Outta Control,441,ACUL2NEZAYUNG,824
5535,0.88,Rabid Readers Reviews,412,A1K97BMLKKASEO,804
5536,0.9,Boba's Daddy Figure,206,A6Z212SNV77EH,729
5537,0.85,Jeffrey R. Young,254,A2GAUG7MPGJQ1B,2976
5538,0.89,David Imm,78,A264KC8UPFFM5R,719
5539,0.93,Janine S.,346,A2QLDBJ363YW66,514
5540,0.86,Snizzy,717,A4ZAA5K00YRM0,262
5541,0.96,Shani,90,A1N813LH3JBXN4,343
5542,0.92,BE Zimmerman,213,AIQORT9402J1F,840
5543,0.93,Peter E. McGinn,223,A3GQULOF3AEPK9,382
5544,0.87,DayReader Reviews,592,A23ZLQSV5Y0MQD,544
5545,0.9,Khrystsina,204,A220D2275RR2EB,675
5546,0.76,John E. Drury,630,A6PGY3XAJSYH2,2361
5547,0.96,sojourner,74,AFJGLOYI50XO9,424
5548,0.94,Matthew Schenker,145,A2B1QU9EKEEUZ8,5562
5549,0.85,Amazon Customer,512,A39E7IWNHY62JT,1152
5550,0.85,NoBS,406,A381C6UUUIAB4V,950
5551,0.87,Valerie B. Lull,345,A2GQVG6F92CG72,777
5552,0.77,N. Savoiu,410,A1ZVFCPHCWFV71,1113
5553,0.78,Ursula,532,A2IACU8LJ1FCKE,911
5554,0.91,AGS,196,A3MD8UJOOMPHJK,566
5555,0.96,DaBus,165,AS8849FSQZKS6,526
5556,0.85,Theo,287,A2VUD4SPJO4V33,2254
5557,0.86,Beesusie,447,A158M54UZXY20E,1172
5558,0.94,J. Garner,110,A45IDQJYQVAGC,1130
5559,0.73,M.R. Reviews,141,A1AOCAAUDW324U,544
5560,0.96,W. Hohenschuh,162,A2IZ9ZSFBW7JX8,2366
5561,0.75,Suzinne Barrett,422,A17AHTCKJ4SUT0,1409
5562,0.8,Wendy Romero,385,A2Z8RE8TBCOY9U,205
5563,0.85,Lucinda,755,A2LIR7WQ20GXQ7,882
5564,0.86,F. C. Schaefer,74,A17PNW5KFXRDT3,1349
5565,0.9,Lisa Hines,700,A2OCN5Z5Y8E8XJ,743
5566,0.86,Nathan,213,AWGXF4XREHKBR,1450
5567,0.9,GraphicNovelReporter.com,833,A3O5RMXRQBWWVX,2460
5568,0.83,C. Quinn,549,A28DA4HNDPAGHK,3526
5569,0.91,Lorna,385,AG2Y801R2R1DS,450
5570,0.89,Mommy,147,AHK9Z99W9UQE0,1172
5571,0.83,Rawrr,207,A2M1EU120UGHLB,903
5572,0.93,Ana Luiza Welch,214,A3B7900K4X1AY5,1854
5573,0.83,TravelBunnie,210,A1TY7UHI7SCS94,488
5574,0.86,E. DeJesus,413,AEMSR4TMYD2ZA,956
5575,0.9,R. J. Marsella,838,AMKZHBOK7VMQR,4239
5576,0.79,Amy Golub,483,A19FE7KWFQPVD1,370
5577,0.7,Einsatz,1564,A29TKSIWA3JKF3,1841
5578,0.95,Brad,106,A3A7MMGYYRTDJM,693
5579,0.93,Suze,451,ADAJ62S65XLVH,403
5580,0.87,3rdGen,244,A2J5CQFCB11VKJ,879
5581,0.92,EmbeddedFlyer,181,AQOFHS4H4ELNU,3478
5582,0.89,Cody Robert at Spokane,605,A2DBYYL1LOAY6S,415
5583,0.96,Mark A. Lingle,159,A18RZ5Z6XECUNN,1036
5584,0.76,Nick Romanov,623,A39OPZN95DITKT,335
5585,0.86,Edward Alexander Gerster,620,A1E45C97JEF57H,2091
5586,0.94,Sleepless,201,A1OD5F83ZA8O95,1980
5587,0.94,MapHobbit,91,A6CBY6KJNOYON,764
5588,0.79,Trish R.,1173,A32M93IJ6UY2R8,1170
5589,0.93,Tech Reader,159,A2BLGCXUR8IT79,883
5590,0.95,d54,36,A23A8SC6SKSF2A,1071
5591,0.87,Araminta,185,A3K7I9EGDHAGU4,1214
5592,0.9,Estella Bell West,242,ABAT3R1T8QZ5L,721
5593,0.96,TyCoop,146,A3TIOZ2MH3UGZ4,354
5594,0.93,J9,199,A2HT4BG5PR16TG,749
5595,0.79,Quoad Toad,617,A1BT6TL7UCIC5Y,1526
5596,0.79,ahammerquilts,635,A1GOGSMOXRTYW8,538
5597,0.86,Barb thereadingcafe,449,A32HPEJOM37MF4,699
5598,0.87,Kristen Everetts,218,A1U49CQJ16N6MS,322
5599,0.92,Dan Sherman,335,A23DFB8IUTIZM0,4034
5600,0.82,Amazon Customer,373,A3OIMUR42XIOFQ,3724
5601,0.7,Miss Kitty,696,A79372WBA9IJM,1265
5602,0.87,Abdul Rehman,223,A2BM1QIAOK3ZOZ,469
5603,0.83,EinLA,202,A22RXNCWIC1OCD,1887
5604,0.81,jennahw,523,A2GY5WCU9PKTMI,1284
5605,0.97,KoKo,78,A1RY1AARXKYJO,670
5606,0.91,Rachel Bound by Books,322,A33C93P9RWTQUK,493
5607,0.8,Jamster,486,A2FUV5XTN2XHGL,292
5608,0.87,Toni FGMAMTC,375,A1N2FE3ZIXRBDN,521
5609,0.87,Jessica Inman,496,A309PFW8T6DMMZ,683
5610,0.83,Matthew Erwin,329,A1F7AFVBKHSOT8,2995
5611,0.77,ChasMII,443,A316H15LKXNJ1U,422
5612,0.93,Carl Belken,227,A3497NDGXXH92J,1049
5613,0.83,Adeptus Astartes Mechanicus,294,A3EJG9CB21WJJB,1230
5614,0.89,B. Anderson,274,A2MPXAJK3K61IY,1202
5615,0.9,lani girl*,187,A2GOWDUXFP5P18,976
5616,0.85,Kyli,280,ATVJDAA6JG50Q,318
5617,0.99,Happy Ten,255,A3UPW6K80CG9OG,259
5618,0.86,Anna T,206,A3IG6DK7A81OWM,295
5619,0.77,Robert D. Watson,317,A30JVMVY6KL3EK,1890
5620,0.82,Altair,435,AKMTYZTHBXD9T,599
5621,0.78,Rough Customer,456,AQFORCKKB6F8I,1813
5622,0.81,Addicted to Amazon,103,A17ACYD82FHFUB,481
5623,0.8,Eric Baker,219,AWKWS8BCBH9FR,568
5624,0.76,Jennifer Miller,1243,A24U6WGBZ4P74W,1077
5625,0.94,E. Kim,180,AESPLVBQJCNC7,5426
5626,0.81,N. Wallach,512,A1XHK8COWBZ34F,1578
5627,0.85,Stuart Kerr,96,A1M65P4R3FBN6J,479
5628,0.92,Sue Nami,140,A3419UGPGGIKNE,1164
5629,0.9,The Squirrel,141,A143M6L8WDGPLU,1323
5630,0.83,I.A.,114,A3DV2IG6TIPY9E,2207
5631,0.74,Purplemommi,1146,A35K7P12RARXZW,451
5632,0.95,Rachael M Jones ,156,A13BDQ7J8MNP40,630
5633,0.87,SkyeNoir,400,A1J3T2AHYBSRBI,1826
5634,0.94,Lawrance,105,AAPRKGY5ZZ9XQ,1034
5635,0.87,lovethe48,333,A39KDINWSFRWYS,273
5636,0.81,M. Hyman,471,A100NGGXRQF0AQ,2404
5637,0.87,Annette Lamb,472,A3KWQ2ID3VIAAZ,361
5638,0.94,pw reader,627,A2SRUC3I2U1CAY,793
5639,0.87,Sonoma Geezer,200,A9DYWY9VOSP1P,1055
5640,0.8,gayle pace,1147,A2XOT42O1AJ4GD,674
5641,0.8,SandyCB,296,A3IVTAT62XST8A,1800
5642,0.92,Patricia statham,398,A2JAQPUB2W6HGE,617
5643,0.87,CAS MARINO,237,A2VRYMER23944K,1556
5644,0.91,S. Jentsch,286,AVBLGXSWRN666,1849
5645,0.78,Mark Emdee,125,A1P8ZVG6MJX9O1,1619
5646,0.78,John Bean,317,AKLUFVL8A311U,1828
5647,0.88,Fiona Wilson,395,A36F0M7Q2NV0BK,555
5648,0.89,Rachael D,295,A3RF196RN23BTC,524
5649,0.87,Cheshire Cat,479,A324QY39RJ9A4T,763
5650,0.97,ideas,89,AU7O296O6PXZM,2386
5651,0.88,VampireNovelFan,300,AB5E23ZV79CVZ,1411
5652,0.91,Dave Jerrard,173,AXK7EFY9EPRI4,835
5653,0.83,debbieo7522,322,A29IVSIH7F21HF,443
5654,0.87,Becky C,1062,A3P4BJ6GBH7KIW,971
5655,0.91,D. Miyao,100,A37GFKV81AL1VF,2543
5656,0.72,Darren,245,A31LHED3SKLWVB,1042
5657,0.88,Leapin' Literary Lurkers,296,A1WZEK2YNPJ7BB,704
5658,0.76,Catherine,934,A3KKZPRK7ERTH9,399
5659,0.88,Carter's Mom,249,A20L9N5ZJZIQXN,1382
5660,0.93,Harry Ballsagna,46,A3EJIQIRLAQ1S9,676
5661,0.9,JenniferB,530,A1V7RL4ODXXWDM,3777
5662,0.73,Dai-keag-ity,1357,A28WJUJF6D2ULA,10830
5663,0.86,Judith Stephens,395,A36IQRD3B5MK8G,1145
5664,0.85,Cobe,206,AWBMGLP57SAGK,2082
5665,0.88,Schuetzler,29,A23H7P4VNW5UPZ,814
5666,0.8,Tifmich6,764,A17APVES3TT17Y,893
5667,0.87,NinerFan,401,A2H5ZOAWHTOVRJ,373
5668,0.81,wmjbutler,317,A2PLD524ZG1TSE,500
5669,0.74,Math Addict,241,A151R01M3AL59K,1399
5670,0.9,Carol,533,A3OEKEUC8HCZ2I,450
5671,0.88,Christy,478,A1Q08H4B9QGT2N,1397
5672,0.88,Bob Lind,847,A3DVS9Y4Z1HIDJ,6014
5673,0.83,j a haverstick,109,A3427S09L714CS,1343
5674,0.9,Grace G.,153,A1UJSOZN1ERD2A,2729
5675,0.79,Cynthia,496,A1N64XN9J4VLGN,439
5676,0.8,Jessica@RabidReads,231,AZVXGCT3CHIS5,1027
5677,0.87,Jenny Hu,182,A2H97L4ZA29PDQ,503
5678,0.84,Amazon Customer,572,A1VXIY1511XQK2,1944
5679,0.76,Vista Bill Raley,987,A1Z16630QMH8Q6,1877
5680,0.92,B. Wueste,329,A1MMFSW19AM019,2045
5681,0.95,R. P. Crockett,214,A2N12M7RY9FUK2,942
5682,0.86,Joyce,577,A19K46GITRI5Y2,780
5683,0.86,Kat,206,A1D0G9PR1PJCNY,291
5684,0.89,David Hostetler,293,A23D13HKTA95WX,1359
5685,0.82,planetmike,641,A2AF0ISXVVB6SP,654
5686,0.85,Momto4BookLover,354,A2S1ZBCF0DUUVM,681
5687,0.87,Nomad,286,A39YA52M73I0DD,296
5688,0.83,R. Gupta,175,A26OTSFQ422OS0,520
5689,0.94,Robert Bolton,83,A2FB8232SRK5XN,374
5690,0.96,David Torres,117,A3NHW5U1U0JYL3,348
5691,0.76,Frederick Baptist,1273,A2C7BOQVFH1HLE,4870
5692,0.78,Michael E.,352,ASU90XOGDC02M,812
5693,0.9,Book Worms,564,A2REPZEUJP88WB,692
5694,0.91,kmrotterdam,320,A3VHGUZCGYA4KK,520
5695,0.87,Skip Thomsen,192,A22QN8JDZS8YOF,1609
5696,0.81,Tribulation Exodus,284,A1RIU1AAU4ZPEC,502
5697,0.85,Fiktshun,377,A1ZHEK7NJJWKE9,1279
5698,0.86,P. Greer,298,A1MW9QSNX3KZHB,713
5699,0.88,Kim Beck,692,A28GYWBV9ZLMF,659
5700,0.94,Mark E.,70,A34WOLI4PFQUHS,444
5701,0.92,Elizabeth,242,AF7DUY08T2J87,2867
5702,0.86,Mrs Mommy Booknerd,648,A2H0F3EP5Q7Z0O,595
5703,0.66,LivinginBeauty,386,A1UVKA2ZQD2C8Z,1377
5704,0.84,Edwin C. Pauzer,533,A9L6L5H9BPEBO,13747
5705,0.87,Dangerous when Cooking,173,A3ECOW0TWLH9V6,1045
5706,0.92,Amazon Customer,354,A1HWY56BX546T8,591
5707,0.84,Joker,1040,A22BPC7LRSGSYQ,2426
5708,0.82,Paige V.,456,A1ODI3DRI04JZO,378
5709,0.92,Scott VonDuhn,135,A2UVVB0EJ3G97R,1306
5710,0.76,Cuppa Joe,535,A1EDBI6TBKP9CO,592
5711,0.92,RH,123,A1DH23ZEPK0QDE,1508
5712,0.93,Robert C. Babcock,149,A30H8Z5M1LDW9U,1302
5713,0.81,N. Gargano,415,A2RZ9O4PSL16V4,5643
5714,0.82,Wooley in PSL,1340,ATK1PI2HWROER,1591
5715,0.81,Maleko,333,A254MDH9GJ1HQD,658
5716,0.93,Yi-Peng,270,AM2AARPDOO2HX,2631
5717,0.83,Tracie Lampe,1087,A3KM84RAZA7XXC,867
5718,0.81,Lori Hudson,284,A3V1NALMIKQT29,386
5719,0.93,stephen k.,83,A3R82U8MZWWHOT,347
5720,0.87,Susan K. Noel,331,A13HL9JBGOG5DL,441
5721,0.78,OpheliasOwn,853,AXHETL0M8XZPT,1160
5722,0.95,Anthony M,68,A2K767PO8Y3944,1330
5723,0.96,Harry,70,A9RR17W9LKKLA,697
5724,0.86,FES,199,APKD4O1I1IJF8,668
5725,0.85,Richard Fearn,192,A2F3K8JGFNBL4T,468
5726,0.93,Capnjack,117,A1XEGGQ3NT1L87,298
5727,0.83,Jeremy Storly,321,A2ZWTFZRNQW7D5,937
5728,0.92,Avid Reader,473,A2ELEHCL7GQOOE,488
5729,0.9,Nelson Beads,163,AOPXAQV9GT9XO,1748
5730,0.89,MountainTopMama,251,A4J9EMK63RBNE,938
5731,0.94,Super Jet Ski Fun Monkeys,650,AX47S9GMBV3UA,219
5732,0.87,Brian,491,A1QNX8YY704IX1,1002
5733,0.96,Prime Risk,60,A1XCHEMKKMVFPR,1915
5734,0.81,Maniac Reviews,422,A3LNSYQKI3JGPA,257
5735,0.81,Kerlie,529,A3GQ59MY4XNLVW,330
5736,0.88,MJC,187,A20A523DFHLRBT,1571
5737,0.85,"Rick,",284,AY0EQOAO9TQDP,336
5738,0.85,Diane,338,ACGQBAGOS2G6O,1050
5739,0.8,Angela Risner The Sassy Orange,541,A3E02KBFI21TY0,1544
5740,0.9,Kara Hildebrand - Two Book Pushers,346,A12UX1CNPEAGRP,601
5741,0.88,Rachel Devaughn,268,A3KFA167B52GRZ,534
5742,0.94,Death Metal Till Death,125,A2N47RFN7XIE6O,486
5743,0.96,Robin Leigh Morgan,234,A19QLCLVPLZH0B,578
5744,0.89,Scott B,340,A2CGL6SJXR0A2D,860
5745,0.89,S. Azzouz,96,A2WFA135K7KXRO,1121
5746,0.93,Kat May,76,AFNGSJEI3YXVI,829
5747,0.79,TeittoJaqsun,438,A1CTBV8OFEX4BY,401
5748,0.94,Johncal,128,A338ORG9Q2RCX,875
5749,0.74,AJohn1776,115,A2YYLXCQFR5J0L,540
5750,0.84,Amy,539,AP1N90V2GN7Z8,581
5751,0.9,D. Stone,335,A2319UZ54A8WGL,587
5752,0.87,Donald T.,149,A2TZO9LN23JUD9,889
5753,0.9,Sidehop,211,ABMN74TBW5UWE,886
5754,0.78,NanAnn,429,A3U8J6HOIYKIFM,451
5755,0.91,Amazon Customer,168,AY421R4WR458C,666
5756,0.87,Marvin D. Pipher,355,A3F0AFTVKFAMZZ,2970
5757,0.89,Mandy,582,AWBCWCJR7XDNG,618
5758,0.81,Richard B. Green,448,ASUFZ7OCKDM4H,1298
5759,0.86,OSReviews,379,AP0R93539E7KD,441
5760,0.84,KJP,368,A28H5IDTEBPQX8,334
5761,0.87,Jonetta (Ejaygirl),769,A1BN1TXNHF6RXX,1143
5762,0.88,For the Love of Books,366,APBI174XFSX2,465
5763,0.79,Lucia D.,316,A216NSW58Q3SCJ,949
5764,0.87,Koala1356,361,A20DDH4NT6Q1E8,1732
5765,0.78,Avid reader,393,A3DS0VAXL90E26,1054
5766,0.89,Blossoms,127,AGSNYP8AWP4W7,450
5767,0.83,John Jorgensen,352,A19V2TRL68EOHV,1472
5768,0.7,Book Sake,1213,A31DGR0RRBYRDA,1672
5769,0.77,Dean Pennington,347,A273A3ZSL2P756,504
5770,0.86,WichacpiHoskila,156,AIQ1BUSBGD9DQ,3098
5771,0.9,Jeff,54,A1PGUHJ9ZN499P,2121
5772,0.9,Bruno,195,A1PWWI1Z2JTN5U,1242
5773,0.69,Sharon S. Walker,1190,A32XGYDA14KT13,1552
5774,0.99,Mar U,13,A2IRAA7ZBWAU77,2966
5775,0.88,McBean,363,AXR3CV6A4FMBG,906
5776,0.94,Brian Foreman,56,A5KRM3621UHG1,2143
5777,0.9,T. Dennis,65,A3318V6FJ2KIII,2870
5778,0.88,Book Happiness,645,A21P46OY40BP9B,452
5779,0.76,Jeremy Myers - Writing at RedeemingGod,334,A1P697AISQIC2F,1844
5780,0.87,Peggy,419,A2A7KXM9B4XW90,763
5781,0.86,Kenneth G. Nielsen,200,A16UCWYG4924HH,1213
5782,0.93,Harrison,106,AYANKSMR7OVJX,853
5783,0.74,Joseph Oppenheim,690,A3HAA7H8PBVM78,1063
5784,0.95,Swidgen,61,A39CBF62MYACMC,1533
5785,0.79,Zachary Wayne,168,A2449IHKG9CJV3,511
5786,0.86,D. Harmon,296,A1YEUB9YL97ORT,1110
5787,0.82,Sasha,345,ALEVEQZIW8PC6,234
5788,0.87,N2styx,160,A1123S6X3RN72V,292
5789,0.88,Lotus-Seven,210,A1ZXMMQPYC3Z9I,1664
5790,0.94,Megan Long,105,AAMRL61XPUT8H,695
5791,0.76,Theresa M. Studer,1214,A16YU3GRGCD95S,1369
5792,0.83,BW & ABAP,469,A11EXFO14WEJM1,1766
5793,0.8,Amazon Customer,612,A2NAUT9IM5HB0J,695
5794,0.86,coconutcreamcare,312,A3DHHOZRX2GCNI,516
5795,0.91,johnnyC604,184,A3BSE70YMG6FM0,454
5796,0.85,Book lover,435,A2A41ZRVMO8WG2,1159
5797,0.82,Bubble Guppie,766,A20NRZZJQ2OIAR,609
5798,0.88,Brian Duckworth,120,A123YGQ5XDNAX5,403
5799,0.77,Joan Burton,620,AJ0LVMSVJ0CN1,737
5800,0.91,MOM OF  3,168,A3OEGVSXY0Y07W,364
5801,0.82,K. Mac,166,A1NVDX7GMWC9KA,543
5802,0.78,Bill Garrison,1086,A25HYPL2XKQPZB,5355
5803,0.83,Mundie Moms & Mundie Kids Book Reviews,964,A2X6WMYTYRE130,1412
5804,0.86,Kathryn svendsen,487,A3AYY72G4RUS8W,441
5805,0.91,Blazer,134,A2RIX3T3I9AGC3,1231
5806,0.92,Alyssa Donati,88,A1B5D9DO7YZBC1,1258
5807,0.94,elaY,180,A2U141SM1O1A0A,448
5808,0.87,reader 451,315,A172JDGLV9FFX,1492
5809,0.82,Kasaundra,354,AAE9LU0Z1X89R,294
5810,0.89,tatersaladgang,372,A27QP4IT958BML,700
5811,0.82,The Pool Man,67,A3K866GG5P9OBE,1893
5812,0.84,Sab H.,284,A38VL8YAHG1RPV,844
5813,0.85,Erica L.,625,A2X1M9UUDW86OU,755
5814,0.94,Amazon Customer,165,AKLD6R8OZFDBD,560
5815,0.91,Fenimore,140,A2FK34S7RMMFFF,802
5816,0.89,esag,429,A1R7KUJHO2EVEC,526
5817,0.75,Robert Kirk,987,A27KTPDJQ0U7I6,1420
